Time,Outside,Flow,Return,Room,RollingAvgOutside,SlabTarget,SlabTrigger,SlabModelled,records_since_relay_change,Call
2022-04-01 23:24:22,1.0,22.0,19.3,21.7,2.5,21.7,18.7,19.3,2,1
2022-04-01 23:29:36,1.1,32.5,21.0,21.3,2.5,21.8,18.8,21.0,3,1
2022-04-01 23:34:50,1.1,36.8,21.5,21.0,2.5,21.8,18.8,21.5,4,1
2022-04-01 23:40:04,0.9,32.6,21.7,20.9,2.4,21.8,18.8,21.7,5,1
2022-04-01 23:45:18,0.9,34.9,21.9,20.7,2.4,21.8,18.8,21.9,6,1
2022-04-01 23:50:32,0.7,34.4,22.0,20.6,2.3,21.8,18.8,22.0,-1,0
2022-04-01 23:55:46,0.9,31.3,22.0,20.5,2.3,21.8,18.8,21.8,0,0
2022-04-02 00:01:01,0.9,36.1,22.2,20.4,2.3,21.9,18.9,21.6,1,0
2022-04-02 00:06:15,0.8,35.0,22.1,20.3,2.2,21.9,18.9,21.4,2,0
2022-04-02 00:11:29,0.7,32.5,21.9,20.2,2.2,21.9,18.9,21.2,3,0
2022-04-02 00:16:43,0.6,30.1,21.6,20.1,2.2,21.9,18.9,21.0,4,0
2022-04-02 00:21:57,0.6,28.2,21.5,20.0,2.1,21.9,18.9,20.8,5,0
2022-04-02 00:27:12,0.6,26.7,21.4,20.0,2.1,21.9,18.9,20.6,6,0
2022-04-02 00:32:26,0.6,25.6,21.3,19.9,2.1,22.0,19.0,20.5,7,0
2022-04-02 00:37:40,0.5,24.7,21.2,19.8,2.1,22.0,19.0,20.3,8,0
2022-04-02 00:42:54,0.3,24.2,21.1,19.8,2.0,22.0,19.0,20.1,9,0
2022-04-02 00:48:08,0.4,24.0,21.0,19.7,2.0,22.0,19.0,19.9,10,0
2022-04-02 00:53:22,0.4,23.9,20.9,19.7,2.0,22.0,19.0,19.7,11,0
2022-04-02 00:58:37,0.4,23.9,20.8,19.6,1.9,22.0,19.0,19.6,12,0
2022-04-02 01:03:51,0.3,23.9,20.7,19.6,1.9,22.0,19.0,19.4,13,0
2022-04-02 01:09:05,0.3,23.9,20.6,19.5,1.9,22.1,19.1,19.2,14,0
2022-04-02 01:14:19,0.4,23.9,20.6,19.5,1.9,22.1,19.1,19.0,-1,1
2022-04-02 01:19:33,0.6,25.2,20.7,19.4,1.8,22.1,19.1,20.7,0,1
2022-04-02 01:24:48,0.6,29.1,21.1,19.4,1.8,22.1,19.1,21.1,1,1
2022-04-02 01:30:02,0.6,34.4,21.6,19.3,1.8,22.1,19.1,21.6,2,1
2022-04-02 01:35:16,0.6,37.1,21.9,19.3,1.8,22.1,19.1,21.9,3,1
2022-04-02 01:40:30,0.6,38.0,22.0,19.2,1.8,22.1,19.1,22.0,4,1
2022-04-02 01:45:44,0.5,39.3,22.2,19.2,1.7,22.1,19.1,22.2,5,1
2022-04-02 01:50:58,0.3,37.7,22.3,19.1,1.7,22.1,19.1,22.3,6,1
2022-04-02 01:56:13,0.5,33.5,22.3,19.1,1.7,22.2,19.2,22.3,-1,0
2022-04-02 02:01:27,0.6,36.5,22.4,19.1,1.7,22.2,19.2,22.1,0,0
2022-04-02 02:06:41,0.5,35.3,22.6,19.1,1.7,22.2,19.2,21.9,1,0
2022-04-02 02:11:55,0.5,32.6,22.5,19.1,1.6,22.2,19.2,21.7,2,0
2022-04-02 02:17:09,0.6,30.4,22.3,19.0,1.6,22.2,19.2,21.5,3,0
2022-04-02 02:22:24,0.6,28.7,22.2,19.0,1.6,22.2,19.2,21.3,4,0
2022-04-02 02:27:38,0.7,27.4,22.1,19.0,1.6,22.2,19.2,21.1,5,0
2022-04-02 02:32:52,0.8,26.5,22.0,19.0,1.5,22.2,19.2,20.9,6,0
2022-04-02 02:38:06,0.8,25.9,21.9,19.0,1.5,22.3,19.3,20.7,7,0
2022-04-02 02:43:20,0.9,25.4,21.7,19.0,1.5,22.3,19.3,20.5,8,0
2022-04-02 02:48:34,0.8,24.9,21.7,18.9,1.4,22.3,19.3,20.3,9,0
2022-04-02 02:53:49,0.8,24.5,21.5,18.9,1.4,22.3,19.3,20.1,10,0
2022-04-02 02:59:03,0.8,24.2,21.4,18.9,1.3,22.3,19.3,20.0,11,0
2022-04-02 03:04:17,0.9,23.8,21.3,18.9,1.3,22.3,19.3,19.8,12,0
2022-04-02 03:09:31,1.0,23.5,21.1,18.9,1.3,22.4,19.4,19.6,13,0
2022-04-02 03:14:45,1.0,23.2,21.0,18.8,1.2,22.4,19.4,19.4,14,0
2022-04-02 03:20:00,0.9,22.9,20.8,18.8,1.2,22.4,19.4,19.2,-1,1
2022-04-02 03:25:14,0.9,23.0,20.8,18.8,1.2,22.4,19.4,20.8,0,1
2022-04-02 03:30:28,1.0,28.0,20.9,18.8,1.1,22.4,19.4,20.9,1,1
2022-04-02 03:35:42,1.1,35.1,21.4,18.8,1.1,22.5,19.5,21.4,2,1
2022-04-02 03:40:56,1.1,37.0,21.7,18.8,1.1,22.5,19.5,21.7,3,1
2022-04-02 03:46:11,1.1,37.6,21.9,18.7,1.0,22.5,19.5,21.9,4,1
2022-04-02 03:51:25,1.0,37.6,22.0,18.7,1.0,22.5,19.5,22.0,5,1
2022-04-02 03:56:39,0.8,33.6,22.1,18.7,1.0,22.5,19.5,22.1,6,1
2022-04-02 04:01:53,0.7,35.5,22.2,18.7,1.0,22.5,19.5,22.2,7,1
2022-04-02 04:07:07,0.7,33.3,22.3,18.6,0.9,22.5,19.5,22.3,8,1
2022-04-02 04:12:21,0.6,33.0,22.3,18.6,0.9,22.5,19.5,22.3,9,1
2022-04-02 04:17:36,0.7,36.5,22.4,18.6,0.9,22.6,19.6,22.4,10,1
2022-04-02 04:22:50,0.8,36.7,22.4,18.6,0.9,22.6,19.6,22.4,11,1
2022-04-02 04:28:04,0.6,37.8,22.5,18.6,0.9,22.6,19.6,22.5,12,1
2022-04-02 04:33:18,0.5,36.7,22.5,18.6,0.8,22.6,19.6,22.5,13,1
2022-04-02 04:38:32,0.3,32.6,22.5,18.6,0.8,22.6,19.6,22.5,14,1
2022-04-02 04:43:47,0.4,36.7,22.6,18.6,0.8,22.6,19.6,22.6,-1,0
2022-04-02 04:49:01,0.6,37.5,22.7,18.6,0.8,22.6,19.6,22.4,0,0
2022-04-02 04:54:15,0.6,37.1,22.8,18.5,0.8,22.6,19.6,22.2,1,0
2022-04-02 04:59:29,0.7,35.3,22.8,18.5,0.8,22.6,19.6,22.0,2,0
2022-04-02 05:04:43,0.6,33.1,22.8,18.5,0.7,22.6,19.6,21.7,3,0
2022-04-02 05:09:57,0.6,31.0,22.8,18.5,0.7,22.6,19.6,21.5,4,0
2022-04-02 05:15:12,0.8,29.6,22.7,18.5,0.7,22.6,19.6,21.3,5,0
2022-04-02 05:20:26,0.8,28.4,22.6,18.5,0.7,22.6,19.6,21.1,6,0
2022-04-02 05:25:40,1.0,27.4,22.6,18.5,0.7,22.6,19.6,20.9,7,0
2022-04-02 05:30:54,1.0,26.7,22.6,18.5,0.7,22.6,19.6,20.7,8,0
2022-04-02 05:36:08,1.2,26.4,22.5,18.5,0.7,22.6,19.6,20.5,9,0
2022-04-02 05:41:22,1.1,26.4,22.4,18.4,0.7,22.6,19.6,20.3,10,0
2022-04-02 05:46:36,1.1,26.4,22.4,18.4,0.7,22.6,19.6,20.1,11,0
2022-04-02 05:51:51,1.1,26.3,22.3,18.4,0.7,22.6,19.6,19.9,12,0
2022-04-02 05:57:05,1.2,26.1,22.2,18.4,0.7,22.6,19.6,19.7,13,0
2022-04-02 06:02:19,1.2,25.8,22.1,18.4,0.7,22.6,19.6,19.5,-1,1
2022-04-02 06:07:33,0.9,26.0,22.0,18.4,0.7,22.6,19.6,22.0,0,1
2022-04-02 06:12:47,0.8,32.3,21.5,18.4,0.7,22.6,19.6,21.5,1,1
2022-04-02 06:18:01,0.4,37.6,21.7,18.4,0.7,22.6,19.6,21.7,2,1
2022-04-02 06:23:16,0.2,38.1,21.8,18.4,0.7,22.6,19.6,21.8,3,1
2022-04-02 06:28:30,0.4,38.1,22.0,18.4,0.7,22.7,19.7,22.0,4,1
2022-04-02 06:33:44,0.6,37.1,22.1,18.4,0.7,22.7,19.7,22.1,5,1
2022-04-02 06:38:58,0.5,34.0,22.1,18.4,0.7,22.7,19.7,22.1,6,1
2022-04-02 06:44:12,0.4,37.1,22.2,18.3,0.7,22.7,19.7,22.2,7,1
2022-04-02 06:49:26,0.3,32.5,22.2,18.3,0.7,22.7,19.7,22.2,8,1
2022-04-02 06:54:40,0.1,35.5,22.4,18.3,0.7,22.7,19.7,22.4,9,1
2022-04-02 06:59:55,0.2,36.9,22.4,18.3,0.7,22.7,19.7,22.4,10,1
2022-04-02 07:05:09,0.4,37.8,22.6,18.3,0.7,22.7,19.7,22.6,11,1
2022-04-02 07:10:23,0.5,38.9,22.6,18.3,0.7,22.7,19.7,22.6,12,1
2022-04-02 07:15:37,0.3,39.6,22.6,18.3,0.7,22.7,19.7,22.6,13,1
2022-04-02 07:20:52,0.3,35.9,22.7,18.3,0.7,22.7,19.7,22.7,-1,0
2022-04-02 07:26:06,0.3,34.5,22.7,18.3,0.7,22.7,19.7,22.5,0,0
2022-04-02 07:31:20,0.5,36.6,22.8,18.3,0.7,22.7,19.7,22.2,1,0
2022-04-02 07:36:34,0.8,34.6,22.8,18.3,0.7,22.7,19.7,22.0,2,0
2022-04-02 07:41:48,0.8,32.2,22.8,18.4,0.7,22.7,19.7,21.8,3,0
2022-04-02 07:47:02,1.1,30.2,22.8,18.4,0.7,22.7,19.7,21.6,4,0
2022-04-02 07:52:16,1.2,28.8,22.8,18.4,0.7,22.6,19.6,21.4,5,0
2022-04-02 07:57:30,1.4,27.6,22.7,18.4,0.7,22.6,19.6,21.2,6,0
2022-04-02 08:02:45,1.4,26.7,22.6,18.4,0.7,22.6,19.6,21.0,7,0
2022-04-02 08:07:59,1.7,25.9,22.5,18.4,0.7,22.6,19.6,20.8,8,0
2022-04-02 08:13:13,1.8,25.2,22.2,18.5,0.8,22.6,19.6,20.6,9,0
2022-04-02 08:18:27,1.6,24.7,22.1,18.5,0.8,22.6,19.6,20.4,10,0
2022-04-02 08:23:41,1.7,24.4,22.0,18.5,0.8,22.6,19.6,20.2,11,0
2022-04-02 08:28:55,2.0,24.2,21.9,18.5,0.8,22.6,19.6,20.0,12,0
2022-04-02 08:34:10,2.2,24.0,21.7,18.4,0.8,22.6,19.6,19.8,13,0
2022-04-02 08:39:24,2.4,23.8,21.6,18.4,0.9,22.6,19.6,19.6,14,0
