Time,Outside,Flow,Return,Room,RollingAvgOutside,SlabTarget,SlabTrigger,SlabModelled,records_since_relay_change,heat_off_slab_temp,Call
2022-01-26 00:00:49,3.7,36.4,21.7,21.0,3.3,23.7,20.7,17.4,24,20.9,1
2022-01-26 00:06:17,3.8,31.8,21.7,20.9,3.3,23.7,20.7,17.3,25,20.9,1
2022-01-26 00:11:45,4.0,35.8,21.8,20.8,3.3,23.7,20.7,17.2,26,20.9,1
2022-01-26 00:17:13,3.9,39.1,22.0,20.7,3.3,23.7,20.7,17.1,27,20.9,1
2022-01-26 00:22:41,3.8,37.8,22.0,20.7,3.3,23.7,20.7,16.9,28,20.9,1
2022-01-26 00:28:10,3.8,31.9,22.0,20.6,3.4,23.7,20.7,16.8,29,20.9,1
2022-01-26 00:33:38,3.8,33.6,22.1,20.5,3.4,23.7,20.7,16.7,30,20.9,1
2022-01-26 00:39:06,3.8,36.2,22.2,20.4,3.4,23.6,20.6,16.6,31,20.9,1
2022-01-26 00:44:34,3.9,33.2,22.2,20.4,3.4,23.6,20.6,16.5,32,20.9,1
2022-01-26 00:50:02,3.8,34.0,22.2,20.4,3.4,23.6,20.6,16.4,33,20.9,1
2022-01-26 00:55:30,3.6,35.7,22.3,20.4,3.4,23.6,20.6,16.3,34,20.9,1
2022-01-26 01:00:58,3.4,34.6,22.4,20.3,3.4,23.6,20.6,16.2,35,20.9,1
2022-01-26 01:06:26,3.4,37.6,22.4,20.3,3.4,23.6,20.6,16.1,36,20.9,1
2022-01-26 01:11:54,3.6,37.3,22.5,20.3,3.4,23.6,20.6,16.0,37,20.9,1
2022-01-26 01:17:22,3.8,33.8,22.5,20.2,3.4,23.6,20.6,15.9,38,20.9,1
2022-01-26 01:22:50,3.8,33.0,22.5,20.2,3.4,23.6,20.6,15.8,39,20.9,1
2022-01-26 01:28:18,3.8,35.6,22.6,20.2,3.4,23.6,20.6,15.7,40,20.9,1
2022-01-26 01:33:46,3.7,33.2,22.5,20.1,3.4,23.6,20.6,15.6,41,20.9,1
2022-01-26 01:39:14,3.8,33.8,22.5,20.1,3.4,23.6,20.6,15.5,42,20.9,1
2022-01-26 01:44:42,3.8,36.0,22.6,20.1,3.5,23.6,20.6,15.5,43,20.9,1
2022-01-26 01:50:10,3.8,33.1,22.6,20.1,3.5,23.6,20.6,15.4,44,20.9,1
2022-01-26 01:55:38,3.8,35.2,22.6,20.0,3.5,23.6,20.6,15.3,45,20.9,1
2022-01-26 02:01:06,3.8,37.1,22.7,20.0,3.5,23.6,20.6,15.2,46,20.9,1
2022-01-26 02:06:34,3.8,33.8,22.7,20.0,3.5,23.6,20.6,15.1,47,20.9,1
2022-01-26 02:12:02,3.9,34.3,22.6,20.0,3.5,23.6,20.6,15.1,48,20.9,1
2022-01-26 02:17:30,3.9,36.3,22.7,19.9,3.5,23.6,20.6,15.0,49,20.9,1
2022-01-26 02:22:58,3.9,34.0,22.7,19.9,3.5,23.6,20.6,14.9,50,20.9,1
2022-01-26 02:28:26,3.9,34.5,22.7,19.9,3.5,23.6,20.6,14.9,51,20.9,1
2022-01-26 02:33:55,3.9,31.9,22.6,19.8,3.5,23.6,20.6,14.8,52,20.9,1
2022-01-26 02:39:22,3.9,33.8,22.7,19.8,3.5,23.6,20.6,14.7,53,20.9,1
2022-01-26 02:44:51,3.9,35.8,22.7,19.8,3.5,23.6,20.6,14.7,54,20.9,1
2022-01-26 02:50:19,3.8,33.2,22.7,19.8,3.5,23.6,20.6,14.6,55,20.9,1
2022-01-26 02:55:47,3.8,35.5,22.8,19.7,3.5,23.6,20.6,14.5,56,20.9,1
2022-01-26 03:01:15,3.8,38.0,22.9,19.7,3.5,23.6,20.6,14.5,57,20.9,1
2022-01-26 03:06:43,3.8,34.5,22.9,19.7,3.5,23.6,20.6,14.4,58,20.9,1
2022-01-26 03:12:11,3.8,37.1,22.9,19.6,3.5,23.6,20.6,14.4,59,20.9,1
2022-01-26 03:17:39,3.8,38.7,23.1,19.6,3.5,23.6,20.6,14.3,60,20.9,1
2022-01-26 03:23:07,3.8,35.5,23.1,19.6,3.6,23.6,20.6,14.3,61,20.9,1
2022-01-26 03:28:35,3.8,34.9,23.1,19.6,3.6,23.6,20.6,14.2,62,20.9,1
2022-01-26 03:34:03,3.8,37.7,23.1,19.5,3.6,23.6,20.6,14.2,63,20.9,1
2022-01-26 03:39:31,3.9,37.7,23.2,19.5,3.6,23.6,20.6,14.2,64,20.9,1
2022-01-26 03:44:59,3.9,39.3,23.3,19.5,3.6,23.6,20.6,14.1,65,20.9,1
2022-01-26 03:50:27,4.1,39.6,23.4,19.5,3.6,23.6,20.6,14.1,66,20.9,1
2022-01-26 03:55:55,4.0,39.3,23.5,19.5,3.6,23.6,20.6,14.0,67,20.9,1
2022-01-26 04:01:23,3.9,39.7,23.4,19.5,3.6,23.6,20.6,14.0,68,20.9,1
2022-01-26 04:06:51,3.9,38.7,23.4,19.4,3.6,23.5,20.5,14.0,69,20.9,1
2022-01-26 04:12:19,3.9,33.4,23.4,19.4,3.6,23.5,20.5,13.9,70,20.9,1
2022-01-26 04:17:47,3.9,37.0,23.6,19.4,3.7,23.5,20.5,13.9,-1,23.6,0
2022-01-26 04:23:15,4.0,38.2,23.6,19.4,3.7,23.5,20.5,23.6,0,23.6,0
2022-01-26 04:28:43,4.0,37.3,23.6,19.4,3.7,23.5,20.5,23.4,1,23.6,0
2022-01-26 04:34:11,4.1,35.3,23.7,19.4,3.7,23.5,20.5,23.2,2,23.6,0
2022-01-26 04:39:39,4.1,33.2,23.8,19.4,3.7,23.5,20.5,23.1,3,23.6,0
2022-01-26 04:45:07,4.2,31.4,23.8,19.4,3.7,23.5,20.5,22.9,4,23.6,0
2022-01-26 04:50:35,4.2,29.9,23.7,19.4,3.7,23.5,20.5,22.7,5,23.6,0
2022-01-26 04:56:03,4.2,28.7,23.6,19.3,3.7,23.5,20.5,22.6,6,23.6,0
2022-01-26 05:01:31,4.3,27.8,23.6,19.3,3.8,23.5,20.5,22.4,7,23.6,0
2022-01-26 05:06:59,4.3,27.3,23.6,19.3,3.8,23.5,20.5,22.3,8,23.6,0
2022-01-26 05:12:27,4.3,26.9,23.6,19.3,3.8,23.5,20.5,22.1,9,23.6,0
2022-01-26 05:17:55,4.3,26.6,23.6,19.3,3.8,23.5,20.5,22.0,10,23.6,0
2022-01-26 05:23:23,4.3,26.3,23.4,19.3,3.8,23.5,20.5,21.8,11,23.6,0
2022-01-26 05:28:52,4.4,26.1,23.4,19.3,3.8,23.5,20.5,21.7,12,23.6,0
2022-01-26 05:34:19,4.4,26.0,23.3,19.3,3.8,23.5,20.5,21.5,13,23.6,0
2022-01-26 05:39:47,4.4,25.8,23.3,19.2,3.8,23.5,20.5,21.4,14,23.6,0
2022-01-26 05:45:15,4.4,25.6,23.2,19.2,3.9,23.5,20.5,21.2,15,23.6,0
2022-01-26 05:50:43,4.4,25.5,23.1,19.2,3.9,23.4,20.4,21.1,16,23.6,0
2022-01-26 05:56:11,4.4,25.3,23.0,19.2,3.9,23.4,20.4,20.9,17,23.6,0
2022-01-26 06:01:39,4.4,25.2,22.9,19.2,3.9,23.4,20.4,20.8,18,23.6,0
2022-01-26 06:07:07,4.4,25.0,22.8,19.2,3.9,23.4,20.4,20.7,19,23.6,0
2022-01-26 06:12:35,4.5,25.0,22.8,19.2,3.9,23.4,20.4,20.5,20,23.6,0
2022-01-26 06:18:04,4.4,24.9,22.8,19.2,4.0,23.4,20.4,20.4,-1,23.6,1
2022-01-26 06:23:32,4.4,27.0,23.1,19.2,4.0,23.4,20.4,23.6,0,23.6,1
2022-01-26 06:29:00,4.4,37.1,22.3,19.2,4.0,23.4,20.4,23.4,1,23.6,1
2022-01-26 06:34:28,4.4,38.9,22.1,19.2,4.0,23.4,20.4,23.2,2,23.6,1
2022-01-26 06:39:56,4.5,39.1,22.2,19.2,4.0,23.4,20.4,23.1,3,23.6,1
2022-01-26 06:45:24,4.5,39.4,22.3,19.2,4.0,23.4,20.4,22.9,4,23.6,1
2022-01-26 06:50:52,4.6,38.6,22.4,19.2,4.0,23.4,20.4,22.7,5,23.6,1
2022-01-26 06:56:21,4.4,35.8,22.3,19.1,4.0,23.4,20.4,22.6,6,23.6,1
2022-01-26 07:01:49,4.3,33.3,22.4,19.1,4.0,23.4,20.4,22.4,7,23.6,1
2022-01-26 07:07:17,4.1,33.1,22.4,19.1,4.0,23.4,20.4,22.3,8,23.6,1
2022-01-26 07:12:45,3.9,35.0,22.6,19.2,4.0,23.4,20.4,22.1,9,23.6,1
2022-01-26 07:18:13,4.0,37.6,22.8,19.2,4.0,23.4,20.4,22.0,10,23.6,1
2022-01-26 07:23:41,4.2,36.1,22.8,19.2,4.0,23.4,20.4,21.8,11,23.6,1
2022-01-26 07:29:09,4.2,36.8,22.6,19.2,4.1,23.4,20.4,21.7,12,23.6,1
2022-01-26 07:34:43,4.2,38.6,22.8,19.1,4.1,23.4,20.4,21.5,13,23.6,1
2022-01-26 07:40:15,4.2,39.6,23.0,18.9,4.1,23.4,20.4,21.4,14,23.6,1
2022-01-26 07:45:47,4.2,39.8,23.3,18.8,4.1,23.4,20.4,21.2,15,23.6,1
2022-01-26 07:51:31,4.3,40.1,23.6,18.8,4.1,23.4,20.4,21.1,-1,23.6,0
2022-01-26 07:57:05,4.2,40.4,23.7,18.8,4.1,23.4,20.4,23.6,0,23.6,0
2022-01-26 08:02:36,4.3,40.3,24.0,18.9,4.1,23.4,20.4,23.4,1,23.6,0
2022-01-26 08:08:05,4.4,38.4,24.3,18.9,4.1,23.4,20.4,23.2,2,23.6,0
2022-01-26 08:13:34,4.4,35.8,24.6,18.8,4.1,23.4,20.4,23.1,3,23.6,0
2022-01-26 08:19:02,4.4,33.6,24.8,18.8,4.1,23.3,20.3,22.9,4,23.6,0
