Time,Outside,Flow,Return,Room,RollingAvgOutside,SlabTarget,SlabTrigger,SlabModelled,records_since_relay_change,heat_off_slab_temp,Call
2022-04-01 17:56:55,7.5,29.0,19.6,22.2,7.5,19.2,16.2,17.9,0,19.7,0
2022-04-01 18:02:09,5.9,26.9,19.6,22.1,6.7,19.6,16.6,17.8,1,19.7,0
2022-04-01 18:07:50,5.7,25.3,19.4,22.6,6.4,19.8,16.8,17.7,2,19.7,0
2022-04-01 18:13:16,5.7,23.9,19.1,23.5,6.2,19.9,16.9,17.6,3,19.7,0
2022-04-01 18:21:00,5.7,22.2,18.6,23.4,6.1,19.9,16.9,17.4,4,19.7,0
2022-04-01 18:26:44,5.9,21.1,18.3,23.4,6.1,20.0,17.0,17.3,5,19.7,0
2022-04-01 18:32:13,5.9,20.3,18.2,23.6,6.0,20.0,17.0,17.2,6,19.7,0
2022-04-01 18:38:55,5.5,19.7,18.0,23.9,6.0,20.0,17.0,17.1,7,19.7,0
2022-04-01 18:44:10,5.1,19.3,17.9,24.1,5.9,20.1,17.1,17.0,-1,19.7,1
2022-04-01 18:49:24,4.9,18.9,17.7,23.8,5.8,20.1,17.1,17.7,0,19.7,1
2022-04-01 18:54:38,5.0,18.7,17.6,23.6,5.7,20.1,17.1,17.6,1,19.7,1
2022-04-01 18:59:52,5.0,18.4,17.4,23.4,5.7,20.2,17.2,17.4,2,19.7,1
2022-04-01 19:05:06,5.0,18.1,17.3,23.2,5.6,20.2,17.2,17.3,3,19.7,1
2022-04-01 19:10:20,4.9,17.9,17.2,22.9,5.6,20.2,17.2,17.2,4,19.7,1
2022-04-01 19:15:35,4.9,17.7,17.1,23.4,5.5,20.2,17.2,17.1,5,19.7,1
2022-04-01 19:20:49,4.9,17.6,17.1,24.1,5.5,20.3,17.3,17.1,6,19.7,1
2022-04-01 19:26:03,4.7,17.4,17.0,24.6,5.4,20.3,17.3,17.0,7,19.7,1
2022-04-01 19:31:17,4.4,17.3,17.0,25.1,5.4,20.3,17.3,17.0,8,19.7,1
2022-04-01 19:36:31,4.3,17.2,16.9,25.5,5.3,20.3,17.3,16.9,9,19.7,1
2022-04-01 19:41:46,4.3,17.1,16.9,25.4,5.3,20.4,17.4,16.9,10,19.7,1
2022-04-01 19:47:00,4.4,17.1,16.9,25.9,5.2,20.4,17.4,16.9,11,19.7,1
2022-04-01 19:52:14,4.5,17.0,16.9,25.5,5.2,20.4,17.4,16.9,12,19.7,1
2022-04-01 19:57:28,4.5,16.9,16.8,25.2,5.2,20.4,17.4,16.8,13,19.7,1
2022-04-01 20:02:42,4.3,16.9,16.8,24.8,5.1,20.4,17.4,16.8,14,19.7,1
