DateTime,Temp1,Temp2
20210108_070948,31.4,38.4
20210108_071048,31.2,38.3
20210108_071149,30.9,37.4
20210108_071249,30.8,36.6
20210108_071349,30.6,36.0
20210108_071450,30.4,35.5
20210108_071550,30.3,35.4
20210108_071650,30.9,36.5
20210108_071751,31.6,37.6
20210108_071851,32.1,38.1
20210108_071951,32.2,38.1
20210108_072052,32.2,38.0
20210108_072152,32.1,37.8
20210108_072252,31.9,37.0
20210108_072353,31.9,35.1
20210108_072453,31.8,33.6
20210108_072553,31.7,32.7
20210108_072654,31.6,32.1
20210108_072754,31.4,31.6
20210108_072854,31.2,31.3
20210108_072955,30.9,31.1
20210108_073055,30.8,32.3
20210108_073155,30.8,34.5
20210108_073256,30.8,36.0
20210108_073356,30.8,36.7
20210108_073456,30.8,36.9
20210108_073557,30.7,36.8
20210108_073657,30.6,36.6
20210108_073757,30.4,36.3
20210108_073858,30.3,35.8
20210108_073958,30.3,33.8
20210108_074058,30.3,32.2
20210108_074159,30.1,31.2
20210108_074259,30.0,30.5
20210108_074359,29.9,30.1
20210108_074500,29.7,29.8
20210108_074600,29.6,29.5
20210108_074700,29.4,29.6
20210108_074801,29.1,32.0
20210108_074901,29.1,33.9
20210108_075001,29.1,34.7
20210108_075102,29.0,35.0
20210108_075202,28.9,35.0
20210108_075302,28.9,34.8
20210108_075403,28.8,34.6
20210108_075503,28.7,34.3
20210108_075603,28.6,34.0
20210108_075704,28.4,34.3
20210108_075804,28.4,34.1
20210108_075905,28.6,33.6
20210108_080005,28.6,33.1
20210108_080105,28.6,32.8
20210108_080206,28.5,32.4
20210108_080306,28.4,32.1
20210108_080406,28.3,31.8
20210108_080507,28.3,31.6
20210108_080607,28.1,31.3
20210108_080707,28.0,32.1
20210108_080808,28.1,32.5
20210108_080908,28.2,32.5
20210108_081008,28.1,32.4
20210108_081109,28.1,32.2
20210108_081209,28.1,32.0
20210108_081309,27.9,31.7
20210108_081410,27.9,31.6
20210108_081510,27.7,31.3
20210108_081610,27.7,32.5
20210108_081711,27.8,33.6
20210108_081811,27.8,34.1
20210108_081911,27.8,34.3
20210108_082012,27.8,34.3
20210108_082112,27.8,34.1
20210108_082212,27.8,33.9
20210108_082313,27.6,33.6
20210108_082413,27.6,33.4
20210108_082513,27.6,32.3
20210108_082614,27.8,31.2
20210108_082714,27.8,30.5
20210108_082814,27.7,30.0
20210108_082915,27.6,29.7
20210108_083015,27.6,29.4
20210108_083115,27.5,29.2
20210108_083216,27.4,29.0
20210108_083316,27.3,28.8
20210108_083416,27.2,28.6
20210108_083517,27.1,28.5
20210108_083617,27.0,28.4
20210108_083717,26.9,28.2
20210108_083818,26.8,28.1
20210108_083918,26.7,27.9
20210108_084018,26.6,27.8
20210108_084119,26.6,27.7
20210108_084219,26.5,27.6
20210108_084319,26.4,27.4
20210108_084420,26.3,27.3
20210108_084520,26.3,27.2
20210108_084620,26.2,27.1
20210108_084721,26.1,27.0
20210108_084821,26.0,26.9
20210108_084921,25.9,26.7
20210108_085022,25.9,26.7
20210108_085122,25.8,26.6
20210108_085222,25.7,26.4
20210108_085323,25.6,26.4
20210108_085423,25.6,26.3
20210108_085523,25.5,26.2
20210108_085624,25.4,26.1
20210108_085724,25.4,26.0
20210108_085824,25.3,25.9
20210108_085925,25.3,25.8
20210108_090025,25.2,25.8
20210108_090125,25.1,25.7
20210108_090226,25.1,25.6
20210108_090326,25.1,25.5
20210108_090426,25.0,25.4
20210108_090527,24.9,25.4
20210108_090627,24.9,25.3
20210108_090727,24.8,25.2
20210108_090827,24.8,25.1
20210108_090928,24.7,25.1
20210108_091028,24.7,25.0
20210108_091128,24.6,24.9
20210108_091229,24.6,24.9
20210108_091329,24.5,24.8
20210108_091429,24.4,24.8
20210108_091530,24.4,24.7
20210108_091630,24.4,24.6
20210108_091730,24.3,24.6
20210108_091831,24.3,24.5
20210108_091931,24.2,24.5
20210108_092031,24.2,24.4
20210108_092132,24.1,24.4
20210108_092232,24.1,24.3
20210108_092332,24.1,24.2
20210108_092433,24.0,24.2
20210108_092533,24.0,24.2
20210108_092633,23.9,24.1
20210108_092734,23.9,24.1
20210108_092834,23.9,24.0
20210108_092934,23.8,24.0
20210108_093035,23.8,23.9
20210108_093135,23.8,23.9
20210108_093235,23.7,23.9
20210108_093336,23.7,23.8
20210108_093436,23.6,23.8
20210108_093536,23.6,23.8
20210108_093637,23.6,23.7
20210108_093737,23.5,23.6
20210108_093837,23.5,23.6
20210108_093938,23.4,23.6
20210108_094038,23.4,23.6
20210108_094138,23.4,23.5
20210108_094239,23.4,23.4
20210108_094339,23.3,23.4
20210108_094439,23.3,23.4
20210108_094540,23.3,23.4
20210108_094640,23.3,23.3
20210108_094740,23.3,23.3
20210108_094841,23.2,23.3
20210108_094941,23.1,23.3
20210108_095041,23.1,23.2
20210108_095142,23.1,23.2
20210108_095242,23.1,23.1
20210108_095342,23.0,23.1
20210108_095443,23.0,23.1
20210108_095543,23.0,23.1
20210108_095643,22.9,23.0
20210108_095744,22.9,23.0
20210108_095844,22.9,22.9
20210108_095944,22.9,22.9
20210108_100045,22.9,22.9
20210108_100145,22.8,22.9
20210108_100245,22.8,22.8
20210108_100346,22.8,22.8
20210108_100446,22.8,22.8
20210108_100546,22.7,22.8
20210108_100647,22.7,22.8
20210108_100747,22.7,22.7
20210108_100847,22.6,22.7
20210108_100948,22.6,22.6
20210108_101048,22.6,22.6
20210108_101148,22.6,22.6
20210108_101249,22.5,22.6
20210108_101349,22.3,26.3
20210108_101449,22.9,30.3
20210108_101550,23.4,32.3
20210108_101650,23.9,33.4
20210108_101750,24.1,33.8
20210108_101851,24.2,33.8
20210108_101951,24.3,33.6
20210108_102051,24.4,33.4
20210108_102152,24.4,33.1
20210108_102252,24.4,32.8
20210108_102352,24.4,32.4
20210108_102453,24.4,32.1
20210108_102553,24.4,31.7
20210108_102653,24.2,33.6
20210108_102754,24.3,35.3
20210108_102854,24.5,36.1
20210108_102954,24.7,36.4
20210108_103055,24.8,36.3
20210108_103155,24.9,36.1
20210108_103255,24.9,35.7
20210108_103356,24.9,35.3
20210108_103456,24.9,34.9
20210108_103556,25.0,34.5
20210108_103657,25.0,34.1
20210108_103757,24.8,35.3
20210108_103857,24.9,36.3
20210108_103958,25.1,36.5
20210108_104058,25.2,36.5
20210108_104158,25.3,36.3
20210108_104259,25.3,35.9
20210108_104359,25.4,35.6
20210108_104459,25.4,35.1
20210108_104600,25.4,34.8
20210108_104700,25.5,34.3
20210108_104800,25.5,33.9
20210108_104901,25.6,33.6
20210108_105001,25.6,33.2
20210108_105101,25.6,32.8
20210108_105202,25.6,32.5
20210108_105302,25.6,32.1
20210108_105402,25.6,31.8
20210108_105503,25.6,31.6
20210108_105603,25.1,33.7
20210108_105704,25.1,35.8
20210108_105804,25.3,36.7
20210108_105904,25.4,37.0
20210108_110005,25.6,37.0
20210108_110105,25.6,36.7
20210108_110205,25.7,36.4
20210108_110306,25.8,36.0
20210108_110406,25.8,35.6
20210108_110506,25.8,35.2
20210108_110607,25.9,34.8
20210108_110707,25.9,34.4
20210108_110807,25.9,33.9
20210108_110908,25.9,33.6
20210108_111008,25.9,33.2
20210108_111108,25.9,32.9
20210108_111209,25.9,32.8
20210108_111309,25.4,34.6
20210108_111409,25.6,35.7
20210108_111510,25.8,36.1
20210108_111610,25.9,36.1
20210108_111710,25.9,36.0
20210108_111811,26.0,35.7
20210108_111911,26.1,35.4
20210108_112011,26.1,35.0
20210108_112112,26.1,34.6
20210108_112212,26.1,34.2
20210108_112312,26.1,33.9
20210108_112413,26.1,33.5
20210108_112513,26.1,33.1
20210108_112613,26.1,32.8
20210108_112714,26.1,32.4
20210108_112814,26.1,32.2
20210108_112914,26.1,31.9
20210108_113014,25.8,32.7
20210108_113115,25.4,34.7
20210108_113215,25.5,35.6
20210108_113315,25.6,35.9
20210108_113416,25.7,35.9
20210108_113516,25.8,35.6
20210108_113616,25.8,35.3
20210108_113717,25.8,35.0
20210108_113817,25.8,34.6
20210108_113917,25.9,34.2
20210108_114018,25.9,33.9
20210108_114118,25.9,33.5
20210108_114218,25.6,34.6
20210108_114319,25.7,36.3
20210108_114419,26.1,36.9
20210108_114519,26.4,37.1
20210108_114620,26.6,36.9
20210108_114720,26.6,36.6
20210108_114820,26.7,36.3
20210108_114921,26.7,35.9
20210108_115021,26.7,36.0
20210108_115121,26.7,36.7
20210108_115222,27.3,37.0
20210108_115322,27.7,37.1
20210108_115422,27.9,36.9
20210108_115523,28.1,36.6
20210108_115623,28.1,36.3
20210108_115723,28.1,35.9
20210108_115824,28.1,36.9
20210108_115924,28.5,37.8
20210108_120024,29.1,38.3
20210108_120125,29.4,38.4
20210108_120225,29.6,38.2
20210108_120325,29.6,37.9
20210108_120426,29.6,37.6
20210108_120526,29.6,38.1
20210108_120626,29.8,38.3
20210108_120727,30.2,38.2
20210108_120827,30.4,38.0
20210108_120927,30.4,37.6
20210108_121028,30.4,37.3
20210108_121128,30.3,36.9
20210108_121228,30.2,36.4
20210108_121328,29.9,37.4
20210108_121429,30.1,38.3
20210108_121529,30.3,38.5
20210108_121630,30.4,38.4
20210108_121730,30.5,38.1
20210108_121830,30.4,37.8
20210108_121930,30.4,37.4
20210108_122031,30.3,36.9
20210108_122131,30.1,36.5
20210108_122231,30.0,36.1
20210108_122332,29.9,35.6
20210108_122432,29.8,35.3
20210108_122532,29.6,35.0
20210108_122633,29.3,36.2
20210108_122733,29.3,37.1
20210108_122833,29.3,37.8
20210108_122934,29.3,38.0
20210108_123034,29.3,37.9
20210108_123134,29.3,37.6
20210108_123235,29.3,37.3
20210108_123335,29.1,36.9
20210108_123435,29.1,36.5
20210108_123536,29.0,36.1
20210108_123636,28.9,35.6
20210108_123736,28.9,35.3
20210108_123837,28.8,34.9
20210108_123937,28.8,34.4
20210108_124037,28.7,34.1
20210108_124138,28.6,33.8
20210108_124238,28.6,33.4
20210108_124338,28.4,33.1
20210108_124439,28.4,32.8
20210108_124539,28.3,32.5
20210108_124639,28.3,32.3
20210108_124740,28.2,32.0
20210108_124840,28.1,31.7
20210108_124940,28.0,31.4
20210108_125041,27.9,31.2
20210108_125141,27.9,31.0
20210108_125241,27.8,30.8
20210108_125342,27.7,30.5
20210108_125442,27.6,30.3
20210108_125542,27.6,30.1
20210108_125643,27.5,29.9
20210108_125743,27.4,29.7
20210108_125843,27.3,29.5
20210108_125944,27.3,29.3
20210108_130044,26.9,29.5
20210108_130144,26.3,32.7
20210108_130245,26.2,35.4
20210108_130345,26.3,36.9
20210108_130445,26.4,37.6
20210108_130546,26.4,37.7
20210108_130646,26.5,37.6
20210108_130747,26.5,37.3
20210108_130847,26.6,36.9
20210108_130947,26.6,36.5
20210108_131048,26.6,36.1
20210108_131148,26.6,35.6
20210108_131248,26.6,35.3
20210108_131349,26.6,34.9
20210108_131449,26.6,34.4
20210108_131549,26.6,34.1
20210108_131650,26.6,33.7
20210108_131750,26.6,33.4
20210108_131850,26.6,33.1
20210108_131951,26.6,32.8
20210108_132051,26.6,32.4
20210108_132151,26.6,32.1
20210108_132252,26.6,31.8
20210108_132352,26.6,31.6
20210108_132452,26.5,31.3
20210108_132553,26.5,31.1
20210108_132653,26.4,30.8
20210108_132753,26.4,30.6
20210108_132854,26.4,30.3
20210108_132954,26.4,30.1
20210108_133054,26.3,29.9
20210108_133155,26.3,29.7
20210108_133255,26.3,29.5
20210108_133355,26.2,29.3
20210108_133456,26.1,29.1
20210108_133556,26.1,28.9
20210108_133656,25.6,29.3
20210108_133757,25.1,30.1
20210108_133857,25.1,30.1
20210108_133957,25.1,29.9
20210108_134058,25.1,29.8
20210108_134158,25.1,29.6
20210108_134258,25.1,29.4
20210108_134359,25.0,29.3
20210108_134459,25.0,29.1
20210108_134559,25.0,28.9
20210108_134700,24.9,28.8
20210108_134800,24.9,28.6
20210108_134900,24.9,28.4
20210108_135001,24.9,28.3
20210108_135101,24.9,28.1
20210108_135201,24.8,27.9
20210108_135302,24.8,27.8
20210108_135402,24.8,27.6
20210108_135502,24.8,27.5
20210108_135603,24.8,27.4
20210108_135703,24.7,27.3
20210108_135803,24.7,27.1
20210108_135904,24.6,27.0
20210108_140004,24.6,26.9
20210108_140104,24.6,26.7
20210108_140205,24.6,26.6
20210108_140305,24.5,26.5
20210108_140405,24.5,26.4
20210108_140506,24.4,26.3
20210108_140606,24.4,26.2
20210108_140706,24.4,26.1
20210108_140807,24.4,25.9
20210108_140907,24.3,25.9
20210108_141007,24.3,25.8
20210108_141108,24.2,25.7
20210108_141208,24.2,25.6
20210108_141308,24.2,25.5
20210108_141409,24.2,25.4
20210108_141509,24.1,25.3
20210108_141609,24.1,25.3
20210108_141710,24.1,25.2
20210108_141810,24.1,25.1
20210108_141910,24.0,25.0
20210108_142010,24.0,24.9
20210108_142111,23.9,24.9
20210108_142211,23.9,24.8
20210108_142311,23.4,28.0
20210108_142412,23.5,32.3
20210108_142512,23.8,34.7
20210108_142612,23.9,35.9
20210108_142713,24.1,36.3
20210108_142813,24.2,36.3
20210108_142913,24.3,36.2
20210108_143014,24.4,35.8
20210108_143114,24.4,35.5
20210108_143214,24.5,35.1
20210108_143315,24.6,34.7
20210108_143415,24.6,34.2
20210108_143515,24.7,33.9
20210108_143616,24.7,33.5
20210108_143716,24.8,33.1
20210108_143816,24.6,32.7
20210108_143917,24.2,33.5
20210108_144017,24.2,34.5
20210108_144117,24.3,35.0
20210108_144218,24.4,35.1
20210108_144318,24.4,34.9
20210108_144418,24.5,34.8
20210108_144519,24.5,34.4
20210108_144619,24.6,34.1
20210108_144719,24.6,33.7
20210108_144820,24.6,33.4
20210108_144920,24.7,33.0
20210108_145020,24.5,33.8
20210108_145121,24.4,36.1
20210108_145221,24.6,37.0
20210108_145321,24.8,37.3
20210108_145422,24.9,37.1
20210108_145522,25.0,36.9
20210108_145622,25.1,36.6
20210108_145723,25.2,36.1
20210108_145823,25.3,35.7
20210108_145923,25.3,35.3
20210108_150024,25.4,34.9
20210108_150124,25.4,34.5
20210108_150224,25.5,34.1
20210108_150325,25.6,33.7
20210108_150425,25.2,32.8
20210108_150525,25.0,31.6
20210108_150626,25.0,32.1
20210108_150726,25.0,32.5
20210108_150826,25.1,32.6
20210108_150927,25.1,32.6
20210108_151027,25.1,32.4
20210108_151127,25.1,32.2
20210108_151228,25.1,31.9
20210108_151328,25.1,31.7
20210108_151428,25.0,32.0
20210108_151529,24.9,34.2
20210108_151629,25.1,35.6
20210108_151729,25.3,36.2
20210108_151830,25.5,36.3
20210108_151930,25.6,36.3
20210108_152030,25.7,35.9
20210108_152131,25.8,35.6
20210108_152231,25.8,35.3
20210108_152331,25.8,34.9
20210108_152432,25.8,34.8
20210108_152532,25.7,35.8
20210108_152632,26.0,36.1
20210108_152733,26.3,36.2
20210108_152833,26.4,36.1
20210108_152933,26.5,35.9
20210108_153034,26.6,35.6
20210108_153134,26.6,35.3
20210108_153234,26.6,35.0
20210108_153335,26.4,36.3
20210108_153435,26.9,36.7
20210108_153535,27.5,36.7
20210108_153636,27.8,36.5
20210108_153736,27.9,36.2
20210108_153836,28.0,35.9
20210108_153937,28.0,35.5
20210108_154037,28.0,35.3
20210108_154137,27.9,36.5
20210108_154238,28.3,37.1
20210108_154338,28.6,37.4
20210108_154438,28.8,37.3
20210108_154539,28.9,37.1
20210108_154639,28.9,36.7
20210108_154739,28.8,36.4
20210108_154840,28.8,36.0
20210108_154940,28.6,36.6
20210108_155040,28.7,37.9
20210108_155141,29.0,38.1
20210108_155241,29.3,37.8
20210108_155341,29.3,37.5
20210108_155442,29.3,37.1
20210108_155542,29.3,36.7
20210108_155642,29.3,36.3
20210108_155743,29.1,36.0
20210108_155843,29.1,34.4
20210108_155943,29.3,32.5
20210108_160044,29.4,31.3
20210108_160144,29.5,30.4
20210108_160244,29.4,29.9
20210108_160345,29.3,29.6
20210108_160445,29.1,29.3
20210108_160545,29.0,31.8
20210108_160646,29.1,34.3
20210108_160746,29.2,35.6
20210108_160846,29.3,36.1
20210108_160947,29.3,36.1
20210108_161047,29.3,36.0
20210108_161147,29.1,35.8
20210108_161248,28.9,36.2
20210108_161348,28.9,36.7
20210108_161448,29.0,36.7
20210108_161549,29.0,36.6
20210108_161649,28.9,36.3
20210108_161750,28.9,35.9
20210108_161850,28.8,35.7
20210108_161950,28.6,37.4
20210108_162051,28.7,38.3
20210108_162151,29.1,38.4
20210108_162251,29.4,38.2
20210108_162352,29.4,37.8
20210108_162452,29.4,37.4
20210108_162552,29.4,37.5
20210108_162653,29.6,38.9
20210108_162753,30.0,39.4
20210108_162853,30.4,39.4
20210108_162954,30.6,39.1
20210108_163054,30.7,38.8
20210108_163154,30.6,38.3
20210108_163255,30.6,38.4
20210108_163355,30.8,38.3
20210108_163455,31.4,38.2
20210108_163556,31.7,38.0
20210108_163656,31.7,37.7
20210108_163756,31.7,37.4
20210108_163857,31.6,37.3
20210108_163957,31.7,37.8
20210108_164057,31.9,38.4
20210108_164157,32.3,38.9
20210108_164258,32.4,39.1
20210108_164358,32.4,38.9
20210108_164458,32.3,38.6
20210108_164559,32.1,38.7
20210108_164659,31.9,38.7
20210108_164759,32.1,38.7
20210108_164900,32.3,38.6
20210108_165000,32.2,38.3
20210108_165100,32.1,37.9
20210108_165201,31.9,37.6
20210108_165301,31.7,37.7
20210108_165401,31.8,37.7
20210108_165502,32.2,37.8
20210108_165602,32.3,37.8
20210108_165702,32.3,37.6
20210108_165803,32.2,37.3
20210108_165903,32.1,37.2
20210108_170003,31.9,37.8
20210108_170104,32.0,38.0
20210108_170204,32.2,38.1
20210108_170304,32.1,37.9
20210108_170405,32.1,37.6
20210108_170505,31.9,37.3
20210108_170605,31.7,37.4
20210108_170706,31.6,37.9
20210108_170806,31.7,38.3
20210108_170906,31.9,38.3
20210108_171007,31.9,38.1
20210108_171107,31.8,37.8
20210108_171207,31.7,37.4
20210108_171308,31.5,37.7
20210108_171408,31.6,37.6
20210108_171508,31.7,35.6
20210108_171609,31.7,34.0
20210108_171709,31.6,32.9
20210108_171809,31.4,32.3
20210108_171910,31.2,31.7
20210108_172010,31.0,33.8
20210108_172110,31.1,35.9
20210108_172211,31.3,36.7
20210108_172311,31.4,36.9
20210108_172411,31.4,36.8
20210108_172512,31.3,36.6
20210108_172612,31.2,36.3
20210108_172712,31.0,37.2
20210108_172813,31.1,37.8
20210108_172913,31.3,37.9
20210108_173013,31.3,37.8
20210108_173113,31.3,37.6
20210108_173214,31.1,37.2
20210108_173314,31.0,36.8
20210108_173414,30.8,37.3
20210108_173515,31.0,38.3
20210108_173615,31.4,38.6
20210108_173715,31.7,38.6
20210108_173816,31.8,38.4
20210108_173916,31.8,38.1
20210108_174016,31.7,37.7
20210108_174117,31.6,37.4
20210108_174217,31.6,37.6
20210108_174317,31.7,37.8
20210108_174418,31.9,37.5
20210108_174518,31.9,37.2
20210108_174618,31.8,36.8
20210108_174719,31.7,36.4
20210108_174819,31.6,35.8
20210108_174919,31.6,34.1
20210108_175020,31.7,32.8
20210108_175120,31.7,32.0
20210108_175220,31.7,31.5
20210108_175321,31.5,31.1
20210108_175421,31.4,30.8
20210108_175521,31.2,30.6
20210108_175622,30.9,30.8
20210108_175722,30.7,31.0
20210108_175822,30.6,30.6
20210108_175923,30.6,30.3
20210108_180023,30.4,30.1
20210108_180123,30.3,29.9
20210108_180224,30.1,29.7
20210108_180324,29.9,29.5
20210108_180424,29.7,31.7
20210108_180525,29.7,34.1
20210108_180625,29.8,35.3
20210108_180725,29.8,35.8
20210108_180826,29.8,35.9
20210108_180926,29.7,35.8
20210108_181026,29.6,35.6
20210108_181127,29.5,35.3
20210108_181227,29.3,35.1
20210108_181327,29.1,35.2
20210108_181428,29.1,34.4
20210108_181528,29.0,33.8
20210108_181628,28.9,33.2
20210108_181729,28.9,32.8
20210108_181829,28.8,32.4
20210108_181929,28.6,32.1
20210108_182030,28.5,31.8
20210108_182130,28.4,31.6
20210108_182230,28.3,31.3
20210108_182331,28.2,31.1
20210108_182431,28.1,30.9
20210108_182532,27.8,33.0
20210108_182632,27.9,34.8
20210108_182732,27.9,36.3
20210108_182833,28.0,36.9
20210108_182933,28.1,37.1
20210108_183033,28.0,37.1
20210108_183134,28.0,36.8
20210108_183234,27.9,36.4
20210108_183334,27.9,36.1
20210108_183435,27.9,35.7
20210108_183535,27.9,35.3
20210108_183635,27.8,34.9
20210108_183736,27.8,34.6
20210108_183836,27.7,34.2
20210108_183936,27.6,33.8
20210108_184037,27.6,33.5
20210108_184137,27.6,33.2
20210108_184237,27.3,32.9
20210108_184338,27.4,32.3
20210108_184438,27.6,31.5
20210108_184538,27.6,30.9
20210108_184639,27.6,30.4
20210108_184739,27.6,30.2
20210108_184839,27.5,29.9
20210108_184940,27.4,29.7
20210108_185040,27.4,29.5
20210108_185140,27.3,29.3
20210108_185241,27.2,29.1
20210108_185341,27.1,28.9
20210108_185441,27.0,28.8
20210108_185542,26.9,28.6
20210108_185642,26.9,28.5
20210108_185742,26.7,28.4
20210108_185843,26.7,28.2
20210108_185943,26.6,28.1
20210108_190043,26.6,27.9
20210108_190144,26.5,27.8
20210108_190244,26.4,27.7
20210108_190344,26.3,27.6
20210108_190445,26.3,27.4
20210108_190545,26.2,27.3
20210108_190645,26.1,27.2
20210108_190746,26.1,27.1
20210108_190846,25.9,27.0
20210108_190946,25.9,26.9
20210108_191047,25.8,26.7
20210108_191147,25.8,26.7
20210108_191247,25.7,26.6
20210108_191348,25.7,26.5
20210108_191448,25.6,26.4
20210108_191548,25.5,26.3
20210108_191649,25.4,26.2
20210108_191749,25.4,26.1
20210108_191849,25.4,26.1
20210108_191950,25.3,25.9
20210108_192050,25.3,25.9
20210108_192150,25.2,25.8
20210108_192251,25.1,25.7
20210108_192351,25.1,25.6
20210108_192451,25.0,25.6
20210108_192552,24.9,25.5
20210108_192652,24.9,25.4
20210108_192752,24.9,25.4
20210108_192853,24.8,25.3
20210108_192953,24.6,25.1
20210108_193053,24.2,27.4
20210108_193154,24.1,31.4
20210108_193254,24.1,33.9
20210108_193354,24.2,35.1
20210108_193455,24.2,35.7
20210108_193555,24.3,35.8
20210108_193655,24.4,35.7
20210108_193755,24.4,35.4
20210108_193856,24.5,35.1
20210108_193956,24.6,34.8
20210108_194056,24.6,34.3
20210108_194157,24.7,34.0
20210108_194257,24.7,33.6
20210108_194357,24.8,33.3
20210108_194458,24.8,32.9
20210108_194558,24.8,32.6
20210108_194658,24.8,32.3
20210108_194759,25.0,33.9
20210108_194859,25.4,35.5
20210108_194959,25.8,36.3
20210108_195100,25.9,36.6
20210108_195200,26.1,36.5
20210108_195300,26.1,36.3
20210108_195401,26.2,36.0
20210108_195501,26.3,35.6
20210108_195601,26.3,35.3
20210108_195702,26.3,34.9
20210108_195802,26.3,34.5
20210108_195902,26.3,34.1
20210108_200003,26.3,33.8
20210108_200103,26.3,33.4
20210108_200203,26.3,33.1
20210108_200304,26.3,32.7
20210108_200404,26.3,32.4
20210108_200504,26.3,32.1
20210108_200605,26.3,31.8
20210108_200705,26.3,31.5
20210108_200805,26.3,31.3
20210108_200906,26.2,31.0
20210108_201006,26.2,30.8
20210108_201106,26.2,30.6
20210108_201207,26.1,30.3
20210108_201307,26.1,30.1
20210108_201407,26.1,29.9
20210108_201508,26.1,29.7
20210108_201608,26.0,29.4
20210108_201708,25.9,29.3
20210108_201809,25.9,29.1
20210108_201909,25.9,28.9
20210108_202009,25.9,28.8
20210108_202110,25.8,28.6
20210108_202210,25.8,28.4
20210108_202310,25.8,28.3
20210108_202411,25.7,28.1
20210108_202511,25.6,27.9
20210108_202611,25.6,27.8
20210108_202712,25.6,27.7
20210108_202812,25.6,27.6
20210108_202912,25.5,27.4
20210108_203013,25.4,27.3
20210108_203113,25.4,27.1
20210108_203213,25.4,27.1
20210108_203314,25.3,26.9
20210108_203414,25.3,26.8
20210108_203514,25.3,26.7
20210108_203615,25.2,26.6
20210108_203715,25.1,26.5
20210108_203815,25.1,26.4
20210108_203916,25.1,26.3
20210108_204016,25.0,26.2
20210108_204116,24.9,26.1
20210108_204217,24.9,26.0
20210108_204317,24.9,25.9
20210108_204417,24.8,25.8
20210108_204518,24.8,25.8
20210108_204618,24.8,25.7
20210108_204718,24.7,25.6
20210108_204819,24.6,25.5
20210108_204919,24.6,25.4
20210108_205019,24.6,25.3
20210108_205120,24.5,25.3
20210108_205220,24.4,25.2
20210108_205320,24.4,25.1
20210108_205421,24.4,25.1
20210108_205521,24.4,25.0
20210108_205621,24.3,24.9
20210108_205722,24.2,24.9
20210108_205822,24.2,24.8
20210108_205922,24.2,24.8
20210108_210023,24.1,24.7
20210108_210123,24.1,24.6
20210108_210223,24.1,24.6
20210108_210324,24.0,24.5
20210108_210424,24.0,24.4
20210108_210524,23.9,24.4
20210108_210625,23.9,24.3
20210108_210725,23.9,24.2
20210108_210825,23.8,24.2
20210108_210926,23.8,24.2
20210108_211026,23.8,24.1
20210108_211126,23.8,24.1
20210108_211227,23.7,24.0
20210108_211327,23.6,23.9
20210108_211427,23.6,23.9
20210108_211528,23.6,23.9
20210108_211628,23.6,23.8
20210108_211728,23.5,23.8
20210108_211829,23.5,23.8
20210108_211929,23.4,23.7
20210108_212029,23.4,23.7
20210108_212130,23.4,23.6
20210108_212230,23.4,23.6
20210108_212330,23.3,23.6
20210108_212431,23.3,23.5
20210108_212531,23.3,23.4
20210108_212631,23.3,23.4
20210108_212732,23.2,23.4
20210108_212832,23.2,23.4
20210108_212932,23.1,23.3
20210108_213033,23.1,23.3
20210108_213133,23.1,23.3
20210108_213233,23.1,23.2
20210108_213334,23.0,23.2
20210108_213434,23.0,23.2
20210108_213534,22.9,23.1
20210108_213635,22.9,23.1
20210108_213735,22.9,23.1
20210108_213836,22.9,23.1
20210108_213936,22.9,23.0
20210108_214036,22.8,23.0
20210108_214137,22.8,22.9
20210108_214237,22.8,22.9
20210108_214337,22.8,22.9
20210108_214438,22.8,22.9
20210108_214538,22.8,22.8
20210108_214638,22.7,22.8
20210108_214739,22.7,22.8
20210108_214839,22.6,22.8
20210108_214939,22.6,22.8
20210108_215040,22.6,22.7
20210108_215140,22.6,22.7
20210108_215240,22.6,22.7
20210108_215341,22.6,22.6
20210108_215441,22.5,22.6
20210108_215541,22.5,22.6
20210108_215642,22.5,22.6
20210108_215742,22.4,22.6
20210108_215842,22.4,22.6
20210108_215942,22.4,22.5
20210108_220043,22.4,22.5
20210108_220143,22.4,22.5
20210108_220243,22.4,22.4
20210108_220344,22.3,22.4
20210108_220444,22.3,22.4
20210108_220544,22.3,22.4
20210108_220645,22.3,22.4
20210108_220745,22.3,22.4
20210108_220845,22.3,22.4
20210108_220946,22.3,22.4
20210108_221046,22.3,22.4
20210108_221146,22.3,22.3
20210108_221247,22.3,22.3
20210108_221347,22.2,22.3
20210108_221447,22.2,22.3
20210108_221548,22.2,22.3
20210108_221648,22.1,22.3
20210108_221748,22.1,22.3
20210108_221849,22.1,22.3
20210108_221949,22.1,22.3
20210108_222049,22.1,22.2
20210108_222150,22.1,22.2
20210108_222250,22.1,22.2
20210108_222350,22.1,22.2
20210108_222451,22.1,22.2
20210108_222551,22.0,22.1
20210108_222651,22.0,22.1
20210108_222752,22.0,22.1
20210108_222852,22.0,22.1
20210108_222952,21.9,22.1
20210108_223053,21.9,22.1
20210108_223153,21.9,22.1
20210108_223253,21.9,22.1
20210108_223354,21.9,22.1
20210108_223454,21.9,22.1
20210108_223554,21.9,22.0
20210108_223655,21.9,22.0
20210108_223755,21.8,22.0
20210108_223855,21.8,22.0
20210108_223956,21.8,22.0
20210108_224056,21.8,21.9
20210108_224156,21.8,21.9
20210108_224257,21.7,21.9
20210108_224357,21.7,21.9
20210108_224457,21.7,21.9
20210108_224558,21.7,21.9
