DateTime,Temp1,Temp2
20210104_071508,27.8,29.5
20210104_071608,27.7,29.3
20210104_071708,27.6,29.1
20210104_071809,27.5,28.9
20210104_071909,27.4,28.8
20210104_072009,27.3,28.6
20210104_072110,27.1,28.5
20210104_072210,27.1,28.3
20210104_072310,26.9,28.2
20210104_072411,26.9,28.0
20210104_072511,26.7,27.9
20210104_072611,26.6,27.8
20210104_072712,26.6,27.6
20210104_072812,26.4,27.5
20210104_072912,26.4,27.4
20210104_073013,26.3,27.3
20210104_073113,26.2,27.1
20210104_073213,26.1,27.0
20210104_073313,26.1,26.9
20210104_073414,25.9,26.7
20210104_073514,25.9,26.7
20210104_073614,25.8,26.6
20210104_073715,25.8,26.4
20210104_073815,25.7,26.4
20210104_073915,25.6,26.3
20210104_074016,25.6,26.2
20210104_074116,25.4,26.1
20210104_074216,25.4,26.0
20210104_074317,25.4,25.9
20210104_074417,25.3,25.8
20210104_074517,25.3,25.8
20210104_074618,25.1,25.6
20210104_074718,25.1,25.6
20210104_074818,25.1,25.5
20210104_074919,25.0,25.4
20210104_075019,24.9,25.4
20210104_075119,24.9,25.3
20210104_075220,24.8,25.2
20210104_075320,24.8,25.1
20210104_075420,24.7,25.1
20210104_075521,24.7,25.0
20210104_075621,24.6,24.9
20210104_075721,24.6,24.9
20210104_075822,24.5,24.8
20210104_075922,24.4,24.8
20210104_080022,24.4,24.7
20210104_080123,24.4,24.7
20210104_080223,24.3,24.6
20210104_080323,24.2,24.6
20210104_080424,24.2,24.5
20210104_080524,24.2,24.4
20210104_080624,24.1,24.4
20210104_080725,24.1,24.3
20210104_080825,24.1,24.3
20210104_080925,24.0,24.2
20210104_081026,24.0,24.2
20210104_081126,23.9,24.1
20210104_081226,23.9,24.1
20210104_081327,23.9,24.1
20210104_081427,23.8,24.0
20210104_081527,23.8,24.0
20210104_081628,23.8,23.9
20210104_081728,23.7,23.9
20210104_081828,23.7,23.8
20210104_081929,23.6,23.8
20210104_082029,23.6,23.8
20210104_082129,23.6,23.8
20210104_082230,23.6,23.7
20210104_082330,23.5,23.6
20210104_082430,23.5,23.6
20210104_082531,23.4,23.6
20210104_082631,23.4,23.6
20210104_082731,23.4,23.5
20210104_082832,23.3,23.5
20210104_082932,23.3,23.4
20210104_083032,23.3,23.4
20210104_083133,23.3,23.4
20210104_083233,23.3,23.4
20210104_083333,23.2,23.3
20210104_083434,23.2,23.3
20210104_083534,23.1,23.3
20210104_083634,23.1,23.2
20210104_083735,23.1,23.2
20210104_083835,23.1,23.2
20210104_083935,23.0,23.1
20210104_084036,23.0,23.1
20210104_084136,23.0,23.1
20210104_084236,22.9,23.1
20210104_084337,22.9,23.0
20210104_084437,22.9,23.0
20210104_084537,22.9,22.9
20210104_084638,22.8,22.9
20210104_084738,22.8,22.9
20210104_084838,22.8,22.9
20210104_084939,22.8,22.9
20210104_085039,22.8,22.9
20210104_085139,22.8,22.8
20210104_085240,22.7,22.8
20210104_085340,22.7,22.8
20210104_085440,22.6,22.8
20210104_085541,22.6,22.8
20210104_085641,22.6,22.7
20210104_085741,22.6,22.7
20210104_085842,22.6,22.7
20210104_085942,22.6,22.6
20210104_090042,22.5,22.6
20210104_090143,22.5,22.6
20210104_090243,22.4,22.6
20210104_090343,22.4,22.6
20210104_090444,22.4,22.6
20210104_090544,22.4,22.5
20210104_090644,22.4,22.5
20210104_090745,22.4,22.5
20210104_090845,22.4,22.4
20210104_090945,22.3,22.4
20210104_091046,22.3,22.4
20210104_091146,22.3,22.4
20210104_091246,22.3,22.4
20210104_091347,22.3,22.4
20210104_091447,22.3,22.3
20210104_091547,22.2,22.3
20210104_091648,22.2,22.3
20210104_091748,22.2,22.3
20210104_091848,22.2,22.3
20210104_091949,22.1,22.3
20210104_092049,22.1,22.3
20210104_092149,22.1,22.2
20210104_092250,22.1,22.2
20210104_092350,22.1,22.2
20210104_092450,22.1,22.2
20210104_092551,22.1,22.1
20210104_092651,22.0,22.1
20210104_092751,22.0,22.1
20210104_092852,22.0,22.1
20210104_092952,22.0,22.1
20210104_093052,21.9,22.1
20210104_093153,21.9,22.1
20210104_093253,21.9,22.1
20210104_093353,21.9,22.0
20210104_093454,21.9,22.0
20210104_093554,21.9,22.0
20210104_093654,21.9,22.0
20210104_093755,21.9,21.9
20210104_093855,21.8,21.9
20210104_093955,21.8,21.9
20210104_094056,21.8,21.9
20210104_094156,21.8,21.9
20210104_094257,21.8,21.9
20210104_094357,21.7,21.9
20210104_094457,21.7,21.9
20210104_094557,21.7,21.9
20210104_094658,21.7,21.8
20210104_094758,21.7,21.8
20210104_094858,21.7,21.8
20210104_094959,21.7,21.8
20210104_095059,21.7,21.8
20210104_095159,21.6,21.7
20210104_095300,21.6,21.7
20210104_095400,21.6,21.7
20210104_095500,21.6,21.7
20210104_095601,21.6,21.7
20210104_095701,21.6,21.7
20210104_095801,21.6,21.7
20210104_095902,21.6,21.7
20210104_100002,21.6,21.7
20210104_100102,21.6,21.7
20210104_100203,21.6,21.7
20210104_100303,21.5,21.6
20210104_100403,21.5,21.6
20210104_100504,21.5,21.6
20210104_100604,21.5,21.6
20210104_100704,21.5,21.6
20210104_100805,21.5,21.6
20210104_100905,21.4,21.6
20210104_101005,21.4,21.6
20210104_101106,21.4,21.6
20210104_101206,21.4,21.6
20210104_101306,21.4,21.6
20210104_101407,21.4,21.6
20210104_101507,21.4,21.6
20210104_101607,21.4,21.5
20210104_101707,21.4,21.5
20210104_101808,21.4,21.5
20210104_101908,21.4,21.5
20210104_102008,21.4,21.5
20210104_102109,21.3,21.5
20210104_102209,21.3,21.4
20210104_102309,21.3,21.4
20210104_102410,21.3,21.4
20210104_102510,21.3,21.4
20210104_102610,21.3,21.4
20210104_102711,21.3,21.4
20210104_102811,21.3,21.4
20210104_102911,21.3,21.4
20210104_103012,21.3,21.4
20210104_103112,21.3,21.4
20210104_103212,21.3,21.4
20210104_103313,21.3,21.4
20210104_103413,21.3,21.4
20210104_103513,21.2,21.4
20210104_103614,21.2,21.3
20210104_103714,21.2,21.3
20210104_103814,21.2,21.3
20210104_103915,21.2,21.3
20210104_104015,21.2,21.3
20210104_104115,21.1,21.3
20210104_104216,21.1,21.3
20210104_104316,21.1,21.3
20210104_104416,21.1,21.3
20210104_104517,21.1,21.3
20210104_104617,21.1,21.3
20210104_104717,21.1,21.3
20210104_104818,21.1,21.3
20210104_104918,21.1,21.3
20210104_105018,21.1,21.3
20210104_105119,21.1,21.2
20210104_105219,21.1,21.2
20210104_105319,21.1,21.2
20210104_105420,21.1,21.2
20210104_105520,21.1,21.2
20210104_105620,21.0,21.2
20210104_105721,21.0,21.2
20210104_105821,21.0,21.2
20210104_105921,21.0,21.2
20210104_110022,21.0,21.2
20210104_110122,21.0,21.1
20210104_110222,21.0,21.1
20210104_110323,21.0,21.1
20210104_110423,21.0,21.1
20210104_110523,20.9,21.1
20210104_110624,20.9,21.1
20210104_110724,20.9,21.1
20210104_110824,20.9,21.1
20210104_110925,20.9,21.1
20210104_111025,20.9,21.1
20210104_111125,20.9,21.1
20210104_111226,20.9,21.1
20210104_111326,20.9,21.1
20210104_111426,20.9,21.1
20210104_111527,20.9,21.1
20210104_111627,20.9,21.1
20210104_111727,20.9,21.1
20210104_111828,20.9,21.1
20210104_111928,20.9,21.0
20210104_112028,20.9,21.0
20210104_112129,20.9,21.0
20210104_112229,20.8,21.0
20210104_112329,20.8,21.0
20210104_112430,20.8,21.0
20210104_112530,20.8,21.0
20210104_112630,20.8,21.0
20210104_112731,20.8,21.0
20210104_112831,20.8,21.0
20210104_112931,20.8,20.9
20210104_113032,20.8,20.9
20210104_113132,20.8,20.9
20210104_113232,20.8,20.9
20210104_113333,20.8,20.9
20210104_113433,20.8,20.9
20210104_113533,20.8,20.9
20210104_113634,20.8,20.9
20210104_113734,20.8,20.9
20210104_113834,20.8,20.9
20210104_113935,20.8,20.9
20210104_114035,20.8,20.9
20210104_114135,20.8,20.9
20210104_114236,20.8,20.9
20210104_114336,20.8,20.9
20210104_114436,20.8,20.9
20210104_114537,20.8,20.9
20210104_114637,20.7,20.9
20210104_114737,20.7,20.9
20210104_114838,20.7,20.9
20210104_114938,20.7,20.9
20210104_115038,20.7,20.9
20210104_115139,20.7,20.9
20210104_115239,20.7,20.9
20210104_115339,20.7,20.8
20210104_115440,20.7,20.8
20210104_115540,20.7,20.8
20210104_115640,20.7,20.8
20210104_115741,20.6,20.8
20210104_115841,20.6,20.8
20210104_115941,20.6,20.8
20210104_120042,20.6,20.8
20210104_120142,20.6,20.8
20210104_120242,20.6,20.8
20210104_120343,20.6,20.8
20210104_120443,20.6,20.8
20210104_120543,20.6,20.8
20210104_120644,20.6,20.8
20210104_120744,20.6,20.8
20210104_120845,20.6,20.8
20210104_120945,20.6,20.8
20210104_121045,20.6,20.8
20210104_121146,20.6,20.8
20210104_121246,20.6,20.8
20210104_121346,20.6,20.8
20210104_121447,20.6,20.8
20210104_121547,20.6,20.8
20210104_121647,20.6,20.8
20210104_121748,20.6,20.7
20210104_121848,20.6,20.7
20210104_121948,20.6,20.7
20210104_122049,20.6,20.7
20210104_122149,20.5,20.7
20210104_122249,20.5,20.7
20210104_122350,20.5,20.7
20210104_122450,20.5,20.7
20210104_122550,20.5,20.7
20210104_122651,20.5,20.7
20210104_122751,20.5,20.7
20210104_122851,20.5,20.7
20210104_122951,20.5,20.7
20210104_123052,20.5,20.7
20210104_123152,20.5,20.7
20210104_123253,20.5,20.7
20210104_123353,20.5,20.6
20210104_123453,20.5,20.6
20210104_123553,20.4,20.6
20210104_123654,20.4,20.6
20210104_123754,20.4,20.6
20210104_123854,20.4,20.6
20210104_123955,20.4,20.6
20210104_124055,20.4,20.6
20210104_124155,20.4,20.6
20210104_124256,20.4,20.6
20210104_124356,20.4,20.6
20210104_124456,20.4,20.6
20210104_124557,20.4,20.6
20210104_124657,20.4,20.6
20210104_124757,20.4,20.6
20210104_124858,20.4,20.6
20210104_124958,20.4,20.6
20210104_125058,20.4,20.6
20210104_125159,20.4,20.6
20210104_125259,20.4,20.6
20210104_125359,20.4,20.6
20210104_125500,20.4,20.6
20210104_125600,20.4,20.6
20210104_125700,20.4,20.6
20210104_125801,20.4,20.6
20210104_125901,20.4,20.6
20210104_130001,20.4,20.6
20210104_130102,20.4,20.6
20210104_130202,20.4,20.6
20210104_130302,20.4,20.6
20210104_130403,20.4,20.6
20210104_130503,20.4,20.6
20210104_130603,20.4,20.6
20210104_130704,20.4,20.6
20210104_130804,20.4,20.5
20210104_130904,20.3,20.5
20210104_131005,20.3,20.5
20210104_131105,20.3,20.5
20210104_131205,20.3,20.5
20210104_131306,20.3,20.5
20210104_131406,20.3,20.5
20210104_131506,20.3,20.5
20210104_131606,20.3,20.5
20210104_131707,20.3,20.5
20210104_131807,20.3,20.5
20210104_131907,20.3,20.5
20210104_132008,20.3,20.5
20210104_132108,20.3,20.5
20210104_132208,20.3,20.5
20210104_132309,20.3,20.5
20210104_132409,20.3,20.5
20210104_132509,20.3,20.4
20210104_132610,20.3,20.5
20210104_132710,20.3,20.4
20210104_132810,20.3,20.4
20210104_132911,20.3,20.4
20210104_133011,20.3,20.4
20210104_133111,20.3,20.4
20210104_133212,20.3,20.4
20210104_133312,20.3,20.4
20210104_133412,20.3,20.4
20210104_133513,20.3,20.4
20210104_133613,20.3,20.4
20210104_133713,20.3,20.4
20210104_133814,20.3,20.4
20210104_133914,20.3,20.4
20210104_134014,20.3,20.4
20210104_134115,20.3,20.4
20210104_134215,20.3,20.4
20210104_134315,20.3,20.4
20210104_134416,20.3,20.4
20210104_134516,20.3,20.4
20210104_134616,20.3,20.4
20210104_134717,20.2,20.4
20210104_134817,20.2,20.4
20210104_134917,20.2,20.4
20210104_135018,20.2,20.4
20210104_135118,20.2,20.4
20210104_135218,20.2,20.4
20210104_135319,20.2,20.4
20210104_135419,20.2,20.4
20210104_135519,20.2,20.4
20210104_135620,20.2,20.4
20210104_135720,20.2,20.4
20210104_135820,20.2,20.4
20210104_135921,20.2,20.4
20210104_140021,20.2,20.4
20210104_140121,20.2,20.4
20210104_140222,20.2,20.4
20210104_140322,20.2,20.4
20210104_140422,20.2,20.4
20210104_140523,20.2,20.4
20210104_140623,20.2,20.4
20210104_140723,20.2,20.4
20210104_140824,20.2,20.4
20210104_140924,20.2,20.4
20210104_141024,20.1,20.4
20210104_141125,20.2,20.3
20210104_141225,20.1,20.4
20210104_141325,20.1,20.3
20210104_141426,20.1,20.3
20210104_141526,20.1,20.3
20210104_141626,20.1,20.3
20210104_141727,20.1,20.3
20210104_141827,20.1,20.3
20210104_141927,20.1,20.3
20210104_142028,20.1,20.3
20210104_142128,20.1,20.3
20210104_142228,20.1,20.3
20210104_142329,20.1,20.3
20210104_142429,20.1,20.3
20210104_142530,20.1,20.3
20210104_142630,20.1,20.3
20210104_142730,20.1,20.3
20210104_142831,20.1,20.3
20210104_142931,20.1,20.3
20210104_143031,20.1,20.3
20210104_143132,20.1,20.3
20210104_143232,20.1,20.3
20210104_143332,20.1,20.3
20210104_143433,20.1,20.3
20210104_143533,20.1,20.3
20210104_143633,20.1,20.3
20210104_143734,20.1,20.3
20210104_143834,20.1,20.3
20210104_143934,20.1,20.3
20210104_144035,20.1,20.3
20210104_144135,20.1,20.3
20210104_144235,20.1,20.3
20210104_144336,20.1,20.3
20210104_144436,20.1,20.3
20210104_144536,20.1,20.3
20210104_144637,20.1,20.3
20210104_144737,20.1,20.3
20210104_144837,20.1,20.3
20210104_144938,20.1,20.3
20210104_145038,20.1,20.3
20210104_145138,20.1,20.3
20210104_145239,20.1,20.3
20210104_145339,20.1,20.3
20210104_145439,20.0,20.3
20210104_145540,20.0,20.3
20210104_145640,20.1,20.2
20210104_145740,20.0,20.3
20210104_145841,20.0,20.2
20210104_145941,20.0,20.2
20210104_150041,20.0,20.2
20210104_150142,20.0,20.2
20210104_150242,20.0,20.2
20210104_150342,20.0,20.2
20210104_150443,20.0,20.2
20210104_150543,20.0,20.2
20210104_150643,20.0,20.2
20210104_150744,20.0,20.2
20210104_150844,20.0,20.2
20210104_150944,20.0,20.2
20210104_151045,20.0,20.2
20210104_151145,20.0,20.2
20210104_151245,20.0,20.2
20210104_151346,20.0,20.2
20210104_151446,20.0,20.2
20210104_151546,20.0,20.2
20210104_151647,20.0,20.2
20210104_151747,20.0,20.2
20210104_151847,20.0,20.2
20210104_151948,20.0,20.2
20210104_152048,20.0,20.2
20210104_152148,20.0,20.2
20210104_152248,19.9,20.2
20210104_152349,19.9,20.1
20210104_152449,19.9,20.1
20210104_152549,19.9,20.1
20210104_152650,19.9,20.1
20210104_152750,19.9,20.1
20210104_152850,19.9,20.1
20210104_152951,19.9,20.1
20210104_153051,19.9,20.1
20210104_153151,19.9,20.1
20210104_153252,19.9,20.1
20210104_153352,19.9,20.1
20210104_153452,19.9,20.1
20210104_153553,19.9,20.1
20210104_153653,19.9,20.1
20210104_153753,19.9,20.1
20210104_153854,19.9,20.1
20210104_153954,19.9,20.1
20210104_154054,19.9,20.1
20210104_154155,19.9,20.1
20210104_154255,19.9,20.1
20210104_154355,19.9,20.1
20210104_154456,19.9,20.1
20210104_154556,19.9,20.1
20210104_154656,19.9,20.1
20210104_154757,19.9,20.1
20210104_154857,19.9,20.1
20210104_154957,19.9,20.1
20210104_155058,19.9,20.1
20210104_155158,19.9,20.1
20210104_155258,19.9,20.1
20210104_155359,19.9,20.1
20210104_155459,19.9,20.1
20210104_155559,19.9,20.1
20210104_155700,19.9,20.1
20210104_155800,19.9,20.1
20210104_155900,19.9,20.1
20210104_160001,19.9,20.1
20210104_160101,19.9,20.1
20210104_160201,19.9,20.1
20210104_160302,19.9,20.1
20210104_160402,19.9,20.1
20210104_160502,19.9,20.1
20210104_160603,19.9,20.1
20210104_160703,19.9,20.1
20210104_160803,19.9,20.1
20210104_160904,19.9,20.1
20210104_161004,19.9,20.1
20210104_161104,19.9,20.1
20210104_161205,19.9,20.1
20210104_161305,19.8,20.1
20210104_161405,19.9,20.1
20210104_161506,19.9,20.1
20210104_161606,19.9,20.1
20210104_161706,19.8,20.1
20210104_161807,19.9,20.1
20210104_161907,19.9,20.1
20210104_162007,19.8,20.0
20210104_162108,19.8,20.1
20210104_162208,19.8,20.1
20210104_162308,19.8,20.0
20210104_162409,19.8,20.0
20210104_162509,19.8,20.0
20210104_162609,19.8,20.1
20210104_162710,19.8,20.0
20210104_162810,19.8,20.0
20210104_162910,19.8,20.0
20210104_163011,19.8,20.0
20210104_163111,19.8,20.0
20210104_163211,19.8,20.0
20210104_163312,19.8,20.0
20210104_163412,19.8,20.0
20210104_163512,19.8,20.0
20210104_163613,19.8,20.0
20210104_163713,19.8,20.0
20210104_163813,19.8,20.0
20210104_163914,19.8,20.0
20210104_164014,19.8,20.0
20210104_164114,19.8,20.0
20210104_164215,19.8,20.0
20210104_164315,19.8,20.0
20210104_164415,19.8,20.0
20210104_164516,19.8,20.0
20210104_164616,19.8,20.0
20210104_164716,19.8,20.0
20210104_164817,19.8,20.0
20210104_164917,19.8,20.0
20210104_165017,19.8,20.0
20210104_165118,19.8,20.0
20210104_165218,19.8,20.0
20210104_165318,19.8,20.0
20210104_165419,19.8,20.0
20210104_165519,19.8,20.0
20210104_165619,19.8,20.0
20210104_165720,19.8,20.0
20210104_165820,19.8,20.0
20210104_165920,19.8,20.0
20210104_170021,19.8,20.0
20210104_170121,19.8,20.0
20210104_170221,19.8,20.0
20210104_170322,19.8,19.9
20210104_170422,19.8,19.9
20210104_170522,19.8,20.0
20210104_170623,19.8,19.9
20210104_170723,19.8,19.9
20210104_170823,19.8,20.0
20210104_170924,19.7,20.8
20210104_171024,19.8,24.4
20210104_171124,19.9,27.6
20210104_171225,20.1,29.3
20210104_171325,20.3,30.1
20210104_171425,20.4,30.5
20210104_171526,20.5,30.6
20210104_171626,20.6,30.4
20210104_171726,20.7,30.3
20210104_171827,20.8,29.9
20210104_171927,20.8,29.7
20210104_172027,20.9,29.4
20210104_172128,20.9,29.1
20210104_172228,21.0,28.8
20210104_172328,21.1,28.5
20210104_172429,21.0,28.3
20210104_172529,20.8,29.6
20210104_172629,20.6,31.1
20210104_172730,20.6,31.8
20210104_172830,20.7,32.1
20210104_172930,20.8,32.1
20210104_173031,20.9,31.9
20210104_173131,20.9,31.7
20210104_173231,21.0,31.4
20210104_173332,21.1,31.1
20210104_173432,21.2,30.8
20210104_173533,21.0,30.4
20210104_173633,20.8,32.8
20210104_173733,20.8,34.6
20210104_173833,20.9,35.4
20210104_173934,21.1,35.7
20210104_174034,21.2,35.6
20210104_174134,21.3,35.3
20210104_174235,21.4,34.9
20210104_174335,21.6,34.5
20210104_174435,21.4,34.6
20210104_174536,21.2,35.4
20210104_174636,21.2,35.8
20210104_174736,21.3,35.8
20210104_174837,21.3,35.6
20210104_174937,21.4,35.3
20210104_175037,21.3,34.6
20210104_175138,21.3,32.4
20210104_175238,21.5,30.2
20210104_175338,21.6,28.8
20210104_175439,21.6,27.9
20210104_175539,21.7,27.3
20210104_175639,21.7,28.4
20210104_175740,21.8,31.9
20210104_175840,22.3,34.1
20210104_175940,22.6,35.1
20210104_180041,22.9,35.5
20210104_180141,23.1,35.4
20210104_180241,23.2,35.6
20210104_180342,23.4,37.1
20210104_180442,24.1,37.6
20210104_180542,24.6,37.8
20210104_180643,24.9,37.6
20210104_180743,25.1,37.3
20210104_180843,25.1,37.1
20210104_180944,25.4,36.4
20210104_181044,26.6,34.4
20210104_181144,27.8,32.8
20210104_181245,28.4,31.7
20210104_181345,28.6,31.0
20210104_181445,28.7,30.5
20210104_181545,28.6,32.3
20210104_181646,28.7,35.3
20210104_181746,28.9,37.7
20210104_181846,29.0,38.9
20210104_181947,29.0,39.3
20210104_182047,28.9,39.0
20210104_182147,28.6,38.3
20210104_182248,28.3,36.9
20210104_182348,28.0,35.7
20210104_182448,27.8,34.8
20210104_182549,27.6,34.2
20210104_182649,27.5,34.0
20210104_182749,28.3,34.7
20210104_182850,29.3,34.4
20210104_182950,29.8,34.1
20210104_183050,30.1,33.7
20210104_183151,30.1,33.4
20210104_183251,29.8,33.9
20210104_183351,29.6,33.1
20210104_183452,29.6,32.1
20210104_183552,29.5,31.3
20210104_183652,29.4,30.7
20210104_183753,29.2,30.3
20210104_183853,29.0,31.5
20210104_183953,28.8,34.8
20210104_184054,28.8,37.1
20210104_184154,28.8,38.2
20210104_184254,28.7,38.5
20210104_184355,28.6,38.5
20210104_184455,28.4,37.7
20210104_184555,28.4,35.5
20210104_184656,28.2,33.4
20210104_184756,28.1,32.1
20210104_184856,27.9,31.3
20210104_184957,27.8,30.7
20210104_185057,27.6,30.3
20210104_185157,27.4,31.7
20210104_185258,27.6,33.3
20210104_185358,27.8,33.9
20210104_185458,27.8,34.2
20210104_185559,27.8,34.2
20210104_185659,27.8,34.0
20210104_185759,27.8,33.8
20210104_185900,27.6,33.9
20210104_190000,27.7,35.4
20210104_190100,27.8,36.1
20210104_190201,27.8,36.3
20210104_190301,27.8,36.3
20210104_190401,27.8,36.0
20210104_190502,27.7,35.6
20210104_190602,27.6,35.3
20210104_190702,27.6,34.9
20210104_190803,27.4,34.6
20210104_190903,27.0,35.6
20210104_191003,26.9,35.6
20210104_191104,26.7,35.3
20210104_191204,26.7,35.0
20210104_191304,26.6,34.6
20210104_191405,26.6,34.2
20210104_191505,26.6,33.9
20210104_191605,26.6,33.5
20210104_191706,26.5,33.2
20210104_191806,26.4,32.8
20210104_191906,26.4,32.5
20210104_192007,26.3,32.4
20210104_192107,26.0,32.7
20210104_192207,26.2,32.2
20210104_192308,26.4,31.6
20210104_192408,26.4,31.2
20210104_192508,26.4,30.9
20210104_192609,26.4,30.6
20210104_192709,26.3,30.3
20210104_192809,26.3,30.1
20210104_192910,26.2,29.8
20210104_193010,26.2,29.6
20210104_193110,26.1,29.4
20210104_193211,26.1,29.2
20210104_193311,25.9,28.9
20210104_193411,25.9,28.8
20210104_193512,25.8,28.6
20210104_193612,25.8,28.4
20210104_193712,25.7,28.3
20210104_193813,25.6,28.1
20210104_193913,25.6,27.9
20210104_194013,25.5,27.8
20210104_194114,25.4,27.6
20210104_194214,25.4,27.4
20210104_194314,25.3,27.3
20210104_194415,25.3,27.2
20210104_194515,25.2,27.0
20210104_194615,25.2,26.9
20210104_194716,25.1,26.7
20210104_194816,25.1,26.7
20210104_194916,25.0,26.6
20210104_195017,24.9,26.4
20210104_195117,24.9,26.3
20210104_195217,24.8,26.2
20210104_195318,24.8,26.1
20210104_195418,24.8,26.0
20210104_195518,24.7,25.9
20210104_195619,24.6,25.8
20210104_195719,24.6,25.7
20210104_195819,24.5,25.6
20210104_195920,24.5,25.5
20210104_200020,24.4,25.4
20210104_200120,24.4,25.3
20210104_200221,24.3,25.3
20210104_200321,24.3,25.2
20210104_200422,24.2,25.1
20210104_200522,24.2,25.0
20210104_200622,24.2,24.9
20210104_200723,24.1,24.8
20210104_200823,24.1,24.8
20210104_200923,24.1,24.7
20210104_201024,24.0,24.6
20210104_201124,23.9,24.6
20210104_201224,23.9,24.5
20210104_201325,23.9,24.4
20210104_201425,23.8,24.4
20210104_201525,23.8,24.3
20210104_201626,23.8,24.2
20210104_201726,23.7,24.2
20210104_201826,23.7,24.2
20210104_201927,23.6,24.1
20210104_202027,23.6,24.1
20210104_202127,23.6,24.0
20210104_202228,23.5,23.9
20210104_202328,23.5,23.9
20210104_202428,23.4,23.8
20210104_202528,23.4,23.8
20210104_202629,23.4,23.8
20210104_202729,23.3,23.7
20210104_202829,23.3,23.7
20210104_202930,23.3,23.6
20210104_203030,23.3,23.6
20210104_203130,23.3,23.6
20210104_203231,23.2,23.5
20210104_203331,23.1,23.5
20210104_203431,23.1,23.4
20210104_203532,23.1,23.4
20210104_203632,23.1,23.4
20210104_203732,23.1,23.3
20210104_203833,23.0,23.3
20210104_203933,23.0,23.3
20210104_204033,22.9,23.3
20210104_204134,22.9,23.2
20210104_204234,22.9,23.1
20210104_204334,22.9,23.1
20210104_204435,22.9,23.1
20210104_204535,22.8,23.1
20210104_204635,22.8,23.0
20210104_204736,22.8,23.0
20210104_204836,22.8,23.0
20210104_204936,22.8,22.9
20210104_205037,22.7,22.9
20210104_205137,22.7,22.9
20210104_205237,22.6,22.9
20210104_205338,22.6,22.8
20210104_205438,22.6,22.8
20210104_205538,22.6,22.8
20210104_205639,22.6,22.8
20210104_205739,22.6,22.8
20210104_205839,22.5,22.7
20210104_205940,22.5,22.7
20210104_210040,22.4,22.7
20210104_210140,22.5,22.6
20210104_210241,22.4,22.6
20210104_210341,22.4,22.6
20210104_210441,22.4,22.6
20210104_210542,22.4,22.6
20210104_210642,22.4,22.5
20210104_210742,22.3,22.5
20210104_210843,22.3,22.5
20210104_210943,22.3,22.5
20210104_211043,22.3,22.4
20210104_211144,22.3,22.4
20210104_211244,22.3,22.4
20210104_211344,22.3,22.4
20210104_211444,22.2,22.4
20210104_211545,22.2,22.4
20210104_211645,22.2,22.4
20210104_211745,22.1,22.3
20210104_211846,22.1,22.3
20210104_211946,22.1,22.3
20210104_212046,22.1,22.3
20210104_212147,22.1,22.3
20210104_212247,22.1,22.3
20210104_212347,22.1,22.3
20210104_212448,22.1,22.2
20210104_212548,22.1,22.2
20210104_212648,22.0,22.2
20210104_212749,22.0,22.2
20210104_212849,22.0,22.1
20210104_212949,21.9,22.1
20210104_213050,21.9,22.1
20210104_213150,21.9,22.1
20210104_213250,21.9,22.1
20210104_213351,21.9,22.1
20210104_213451,21.9,22.1
20210104_213551,21.9,22.1
20210104_213652,21.9,22.1
20210104_213752,21.9,22.0
20210104_213852,21.9,22.0
20210104_213953,21.8,22.0
20210104_214053,21.8,22.0
20210104_214153,21.8,21.9
20210104_214254,21.8,21.9
20210104_214354,21.8,21.9
20210104_214454,21.7,21.9
20210104_214555,21.7,21.9
20210104_214655,21.7,21.9
20210104_214755,21.7,21.9
20210104_214856,21.7,21.9
20210104_214956,21.7,21.9
20210104_215056,21.7,21.9
20210104_215157,21.7,21.9
20210104_215257,21.7,21.9
20210104_215357,21.7,21.9
20210104_215458,21.7,21.8
20210104_215558,21.7,21.8
20210104_215658,21.7,21.8
20210104_215759,21.6,21.8
20210104_215859,21.6,21.8
20210104_215959,21.6,21.7
20210104_220100,21.6,21.7
20210104_220200,21.6,21.7
20210104_220300,21.6,21.7
20210104_220401,21.6,21.7
20210104_220501,21.6,21.7
20210104_220601,21.6,21.7
20210104_220702,21.6,21.7
20210104_220802,21.6,21.7
20210104_220902,21.6,21.7
20210104_221003,21.6,21.7
20210104_221103,21.5,21.7
20210104_221203,21.5,21.7
20210104_221304,21.5,21.7
20210104_221404,21.5,21.7
20210104_221504,21.5,21.7
20210104_221605,21.5,21.6
20210104_221705,21.5,21.6
20210104_221805,21.5,21.6
20210104_221906,21.4,21.6
20210104_222006,21.4,21.6
20210104_222106,21.4,21.6
20210104_222207,21.4,21.6
20210104_222307,21.4,21.6
20210104_222407,21.4,21.6
20210104_222508,21.4,21.6
20210104_222608,21.4,21.6
20210104_222709,21.4,21.6
20210104_222809,21.4,21.6
20210104_222909,21.4,21.6
20210104_223010,21.4,21.6
20210104_223110,21.4,21.6
20210104_223210,21.4,21.6
20210104_223311,21.4,21.5
20210104_223411,21.4,21.5
20210104_223511,21.4,21.5
20210104_223612,21.3,21.5
20210104_223712,21.3,21.5
20210104_223812,21.3,21.5
20210104_223913,21.3,21.5
20210104_224013,21.3,21.5
20210104_224113,21.3,21.5
20210104_224214,21.3,21.5
20210104_224314,21.3,21.5
20210104_224414,21.3,21.4
20210104_224515,21.3,21.4
20210104_224615,21.3,21.4
20210104_224715,21.3,21.4
20210104_224816,21.3,21.4
20210104_224916,21.3,21.4
20210104_225016,21.3,21.4
20210104_225117,21.3,21.4
