Base time = 1609459201

Seconds,DS18x20_Temp,DHT22_Temp,DHT22_Humid
951857,20.8,10.7,58.2
952158,20.8,10.7,58.2
952458,20.8,10.6,58.3
952759,20.7,10.6,58.3
953060,20.7,10.6,58.5
953360,20.7,10.6,58.6
953661,20.6,10.6,58.6
953962,20.6,10.6,58.7
954262,20.6,10.6,58.9
954563,20.5,10.5,58.9
954864,20.5,10.6,59.0
955164,20.6,10.5,59.2
955465,20.7,10.5,59.0
955765,20.7,10.5,58.8
956066,20.7,10.4,58.7
956367,20.7,10.4,58.9
956667,20.7,10.4,58.8
956968,20.7,10.4,58.8
957269,20.7,10.4,58.8
957569,20.7,10.4,58.7
957870,20.7,10.4,58.8
958171,20.7,10.4,58.7
958471,20.7,10.3,58.8
958772,20.6,10.4,58.7
959073,20.6,10.3,58.8
959373,20.6,10.3,58.8
959674,20.6,10.2,58.8
959975,20.6,10.2,58.8
960275,20.6,10.1,58.8
960576,20.6,10.0,58.8
960877,20.4,9.9,59.0
961177,19.6,9.8,61.8
961478,19.3,9.8,62.8
961779,19.1,9.9,63.3
962079,19.0,9.9,63.4
962380,19.0,9.8,63.4
962680,19.0,9.7,63.6
962981,19.6,9.7,61.8
963282,20.0,9.6,60.8
963582,20.2,9.6,60.2
963883,20.2,9.7,59.8
964184,20.2,9.8,59.5
964484,20.3,9.9,59.5
964785,20.3,9.8,59.4
965086,20.3,9.8,59.4
965386,20.2,9.8,59.1
965687,20.2,9.7,59.3
965988,20.2,9.7,59.3
966288,20.2,9.7,59.3
966589,20.1,9.8,59.3
966890,20.1,9.8,59.2
967190,20.1,9.7,59.2
967491,20.1,9.8,59.2
967792,20.1,9.7,59.3
968092,20.1,9.7,59.2
968393,20.1,9.7,59.3
968693,20.0,9.7,59.2
968994,20.0,9.7,59.2
969295,20.0,9.6,59.2
969596,20.0,9.7,58.9
969896,20.0,9.6,59.0
970197,19.9,9.6,59.1
970497,19.9,9.7,59.2
970798,19.9,9.6,59.0
971099,19.9,9.6,59.1
971399,19.9,9.6,59.2
971700,19.9,9.6,59.1
972001,19.8,9.6,59.1
972301,19.8,9.6,59.1
972602,19.8,9.6,59.1
972903,19.8,9.4,59.1
973203,19.8,9.4,59.1
973504,19.8,9.4,59.1
973805,19.7,9.4,59.1
974105,19.7,9.4,59.0
974406,19.7,9.4,59.2
974707,19.7,9.4,59.1
975007,19.7,9.4,59.2
975308,19.7,9.4,59.2
975609,19.6,9.4,59.2
975909,19.6,9.5,59.1
976210,19.6,9.4,59.2
976511,19.6,9.6,59.1
976811,19.6,9.6,59.1
977112,19.6,9.8,59.0
977413,19.6,9.8,59.0
977713,19.6,9.7,59.1
978014,19.5,9.6,59.2
978315,19.5,9.6,59.1
978615,19.5,9.6,59.1
978916,19.5,9.6,59.0
979217,19.5,9.6,59.2
979517,19.5,9.8,59.1
979818,19.5,9.8,59.2
980119,19.4,9.7,59.2
980419,19.4,9.8,59.0
980720,19.4,9.8,58.9
981020,19.4,9.8,59.2
981321,19.4,9.8,58.9
981622,19.4,9.8,59.1
981922,19.3,9.8,58.7
982223,19.3,9.7,58.8
982524,19.3,9.7,59.1
982824,19.3,9.6,59.0
983125,19.3,9.7,59.1
983426,19.3,10.0,58.8
983726,19.2,9.8,58.8
984027,19.3,9.6,59.1
984328,19.2,9.5,59.0
984628,19.2,9.5,59.0
984929,19.2,9.7,58.9
985230,19.2,9.6,58.8
985530,19.2,9.5,59.2
985831,19.1,9.4,59.0
986132,19.2,9.5,58.8
986432,19.2,9.4,59.0
986733,19.2,9.4,59.1
987033,19.1,9.5,58.8
987334,19.1,9.5,58.9
987635,19.1,9.6,59.0
987935,19.1,9.6,58.9
988236,19.1,9.7,58.7
988537,19.0,9.7,58.8
988837,19.0,9.6,58.8
989138,19.0,9.5,59.0
989439,19.0,9.5,58.9
989739,19.0,9.6,58.8
990040,19.0,9.7,59.2
990341,19.0,9.6,59.1
990641,18.9,9.5,59.1
990942,18.9,9.5,58.8
991242,18.9,9.4,58.9
991543,18.9,9.6,59.1
991844,18.9,9.6,59.1
992144,18.9,9.6,58.9
992445,19.0,9.6,59.0
992746,19.0,9.4,59.3
993046,19.0,9.4,59.3
993347,19.0,9.6,59.0
993648,19.0,9.6,59.2
993948,19.0,9.7,59.4
994249,18.9,9.8,59.5
994550,18.9,9.9,59.6
994850,19.0,9.8,59.5
995151,19.0,9.9,59.5
995451,19.0,9.9,59.4
995752,19.0,10.1,59.4
996053,19.0,10.1,59.4
996353,19.0,10.1,59.3
996654,19.0,10.2,59.3
996955,19.0,10.3,59.4
997255,19.0,10.2,59.5
997556,19.1,10.3,59.3
997857,19.0,10.2,59.3
998157,19.0,10.4,59.4
998458,19.1,10.5,59.4
998759,19.1,10.5,59.2
999059,19.2,10.5,59.2
999360,19.2,10.5,59.0
999660,19.2,10.6,59.0
999961,19.2,10.6,59.2
1000262,19.2,10.7,59.2
1000562,19.2,10.8,59.0
1000863,19.2,10.8,59.0
1001164,19.2,10.9,59.0
1001464,19.3,10.9,59.0
1001765,19.2,11.1,59.0
1002066,19.3,10.9,59.0
1002366,19.2,10.9,58.9
1002667,19.2,10.9,58.9
1002968,19.2,10.9,59.0
1003268,19.3,10.9,58.9
1003569,19.3,10.9,58.9
1003870,19.3,11.0,58.8
1004170,19.2,11.0,58.8
1004471,19.2,11.1,59.0
1004771,18.4,11.1,61.3
1005072,18.1,11.0,62.3
1005373,18.1,11.1,62.5
1005673,18.0,11.1,62.7
1005974,18.0,11.3,62.9
1006275,18.0,11.4,62.9
1006575,18.0,11.6,62.9
1006876,18.0,11.5,62.9
1007177,18.0,11.6,62.8
1007477,18.4,11.6,62.2
1007778,18.8,11.6,60.8
1008079,19.0,11.8,60.0
1008379,19.1,11.9,59.5
1008680,19.2,12.1,59.3
1008981,19.3,12.0,58.9
1009281,19.4,11.8,58.8
1009582,19.4,11.7,59.0
1009882,19.5,11.9,59.0
1010183,19.5,11.8,58.7
1010484,19.5,11.7,58.6
1010784,19.6,11.7,58.7
1011085,19.5,11.8,58.6
1011386,19.6,12.1,58.6
1011686,19.6,12.3,58.7
1011987,19.7,12.4,58.5
1012288,19.7,12.6,58.5
1012588,19.7,12.1,58.6
1012889,19.7,12.0,58.4
1013190,19.7,12.3,58.5
1013490,19.7,12.3,58.3
1013791,19.7,12.6,58.4
1014092,19.8,12.6,58.3
1014392,19.8,12.4,58.4
1014693,19.7,12.5,58.5
1014994,19.7,12.3,58.2
1015294,19.7,12.3,58.6
1015595,19.7,12.3,58.6
1015895,19.7,12.1,58.5
1016196,19.6,12.2,58.9
1016497,19.7,12.1,58.8
1016797,19.7,11.9,58.6
1017098,19.7,12.2,58.8
1017399,19.7,12.2,58.5
1017699,19.7,12.1,58.6
1018000,19.7,12.1,58.4
1018301,19.8,12.1,58.4
1018601,19.8,11.9,58.5
1018902,19.6,12.0,58.7
1019203,19.6,11.9,58.7
1019503,19.6,11.9,58.9
1019804,19.6,11.7,58.9
1020105,19.6,11.7,58.8
1020405,19.6,11.6,58.7
1020706,19.6,11.5,58.9
1021007,19.6,11.4,58.9
1021307,19.5,11.3,59.0
1021608,19.5,11.3,59.0
1021908,19.5,11.2,59.1
1022209,19.5,11.2,59.1
1022510,19.5,11.3,59.1
1022810,19.5,11.2,59.1
1023111,19.5,11.1,59.1
1023412,19.5,11.2,59.0
1023712,19.5,11.1,59.1
1024013,19.4,11.1,59.1
1024314,19.4,11.1,59.2
1024614,19.4,11.1,59.2
1024915,19.4,11.0,59.3
1025216,19.4,10.8,59.3
1025516,19.4,10.8,59.3
1025817,19.4,10.7,59.4
1026118,19.4,10.7,59.1
1026418,19.4,10.8,59.2
1026719,19.4,10.7,59.2
1027020,19.4,10.7,59.3
1027320,19.3,10.7,59.3
1027621,19.3,10.7,59.3
1027922,19.3,10.7,59.3
1028222,19.3,10.6,59.4
1028523,19.3,10.6,59.3
1028824,19.3,10.7,59.4
1029124,19.3,10.7,59.3
1029425,19.2,10.6,59.3
1029726,19.3,10.7,59.3
1030026,19.2,10.7,59.3
1030327,19.2,10.7,59.3
1030628,19.2,10.7,59.4
1030928,19.2,10.8,59.4
1031229,19.2,10.7,59.4
1031529,19.3,10.7,59.4
1031830,19.2,10.6,59.4
1032131,19.2,10.6,59.4
1032432,19.2,10.6,59.4
1032732,19.2,10.6,59.4
1033033,19.1,10.6,59.4
1033333,19.1,10.6,59.4
1033634,19.2,10.6,59.5
1033935,19.2,10.4,59.5
1034235,19.1,10.3,59.3
1034536,19.1,10.3,59.4
1034837,19.1,10.1,59.5
1035137,19.1,10.2,59.5
1035438,19.1,10.2,59.5
1035739,19.1,10.2,59.4
1036039,19.1,10.1,59.4
1036340,19.1,10.0,59.4
1036641,19.1,10.0,59.5
1036941,19.1,9.9,59.5
1037242,19.1,9.8,60.0
1037543,19.1,9.8,60.0
1037843,19.1,9.8,60.0
1038144,19.1,9.8,59.8
1038445,19.1,9.8,59.8
1038745,19.1,9.8,59.7
1039046,19.1,9.8,59.7
1039347,19.1,9.8,59.7
1039647,19.1,9.8,59.9
1039948,19.1,9.8,59.9
1040249,19.0,9.7,59.9
1040549,19.0,9.8,59.9
1040850,19.0,9.8,59.9
1041151,19.0,9.8,60.0
1041451,19.0,9.8,59.9
1041752,19.0,9.8,60.0
1042052,19.0,9.8,60.0
1042353,19.0,9.7,60.0
1042654,19.0,9.8,59.9
1042954,19.0,9.7,59.9
1043255,19.0,9.7,60.0
1043556,18.9,9.7,60.0
1043856,18.9,9.8,60.0
1044157,18.9,9.7,60.0
1044458,18.9,9.7,60.0
1044758,19.0,9.8,60.0
1045059,18.9,9.8,60.0
1045359,18.9,9.8,60.0
1045660,18.9,9.8,60.1
1045961,19.0,9.8,60.0
1046261,18.9,9.8,60.0
1046562,19.0,9.8,60.0
1046863,19.0,9.8,59.9
1047163,19.0,9.8,60.0
1047464,19.0,9.7,59.9
1047765,18.9,9.7,59.9
1048065,19.0,9.7,59.9
1048366,19.0,9.7,59.9
1048667,19.0,9.7,59.9
1048967,19.0,9.7,60.0
1049268,19.0,9.7,60.0
1049568,19.1,9.7,59.7
1049869,19.0,9.7,59.7
1050170,19.0,9.7,59.8
1050470,19.1,9.7,59.9
1050771,19.1,9.7,59.8
1051072,19.1,9.7,59.9
1051372,19.1,9.7,59.9
1051673,19.1,9.7,59.9
1051974,19.1,9.7,59.7
1052274,19.1,9.7,59.7
1052575,19.1,9.6,59.7
1052876,19.1,9.6,59.8
1053176,19.1,9.6,59.7
1053477,19.1,9.7,59.7
1053777,19.1,9.6,59.8
1054078,19.1,9.6,59.7
1054379,19.1,9.7,59.7
1054679,19.1,9.6,59.5
1054980,19.1,9.6,59.6
1055281,19.1,9.6,59.6
1055581,19.1,9.6,59.6
1055882,19.2,9.6,59.7
1056183,19.1,9.6,59.5
1056483,19.2,9.6,59.6
1056784,19.1,9.6,59.5
1057085,19.1,9.6,59.5
1057385,19.1,9.6,59.5
1057686,19.1,9.6,59.5
1057987,19.2,9.6,59.6
1058287,19.2,9.6,59.5
1058588,19.1,9.6,59.5
1058888,19.1,9.6,59.5
1059189,19.1,9.6,59.5
1059490,19.1,9.6,59.5
1059790,19.1,9.5,59.5
1060091,19.2,9.5,59.6
1060392,19.1,9.5,59.5
1060692,19.1,9.5,59.6
1060993,19.1,9.4,59.6
1061294,19.1,9.5,59.5
1061594,19.1,9.5,59.6
1061895,19.1,9.5,59.6
1062196,19.0,9.5,59.6
1062496,19.1,9.5,59.6
1062797,19.1,9.4,59.6
1063098,19.1,9.6,59.7
1063398,19.1,9.6,59.6
1063699,19.1,9.6,59.6
1063999,19.1,9.6,59.6
1064300,19.1,9.6,59.6
1064601,19.1,9.6,59.6
1064901,19.1,9.6,59.6
1065202,19.0,9.6,59.6
1065503,19.1,9.6,59.6
1065803,19.1,9.6,59.6
1066104,19.1,9.6,59.7
1066405,19.1,9.5,59.7
1066705,19.1,9.5,59.6
1067006,19.1,9.6,59.6
1067307,19.1,9.5,59.6
1067607,19.1,9.5,59.7
1067908,19.0,9.4,59.7
1068209,19.1,9.4,59.7
1068509,19.1,9.4,59.7
1068810,19.1,9.5,59.7
1069110,19.1,9.5,59.7
1069411,19.1,9.5,59.7
1069712,19.1,9.5,59.7
1070012,19.1,9.5,59.7
1070313,19.1,9.5,59.6
1070614,19.1,9.5,59.7
1070914,19.1,9.4,59.7
1071215,19.1,9.4,59.7
1071516,19.0,9.4,59.6
1071816,19.1,9.4,59.7
1072117,19.1,9.4,59.7
1072418,19.1,9.4,59.7
1072718,19.1,9.4,59.7
1073019,19.1,9.5,59.7
1073320,19.1,9.5,59.7
1073620,19.1,9.5,59.7
1073921,19.0,9.5,59.7
1074222,19.1,9.5,59.7
1074522,19.1,9.5,59.8
1074823,19.1,9.5,59.8
1075124,19.1,9.5,59.7
1075424,19.1,9.5,59.7
1075725,19.1,9.5,59.8
1076026,19.1,9.5,59.8
1076326,19.0,9.5,59.8
1076627,19.1,9.4,59.8
1076927,19.1,9.4,59.9
1077228,19.1,9.4,59.9
1077529,19.1,9.4,59.8
1077829,19.1,9.3,59.8
1078130,19.1,9.3,59.8
1078431,19.2,9.4,59.9
1078731,19.1,9.4,59.7
1079032,19.1,9.3,59.7
1079333,19.2,9.1,59.8
1079633,19.1,8.9,59.9
1079934,19.2,8.8,59.9
1080235,19.2,8.8,59.8
1080535,19.2,8.8,59.8
1080836,19.2,8.9,59.8
1081137,19.1,9.1,59.7
1081437,19.2,9.2,59.7
1081738,19.2,9.2,59.7
1082039,19.2,9.1,59.7
1082339,19.2,9.1,59.7
1082640,19.2,9.1,59.7
1082941,19.2,8.9,59.6
1083241,19.2,8.8,59.7
1083542,19.2,8.7,59.7
1083843,19.2,8.8,59.6
1084143,19.2,9.0,59.7
1084444,19.2,8.9,59.7
1084745,19.2,8.8,59.7
1085045,19.2,8.9,59.7
1085346,19.2,9.2,59.8
1085646,19.2,9.3,59.7
1085947,19.2,9.2,59.7
1086248,18.7,9.3,63.9
1086548,18.5,9.2,64.8
1086849,18.3,9.1,65.5
1087150,18.2,9.1,66.1
1087450,18.2,9.1,65.9
1087751,18.2,9.1,65.9
1088052,18.3,9.1,65.9
1088352,18.2,9.2,66.3
1088653,18.5,9.4,65.8
1088954,19.0,9.7,63.8
1089254,19.2,10.2,62.6
1089555,19.2,10.1,62.2
1089856,19.3,10.2,61.9
1090156,19.3,9.9,61.7
1090457,19.3,9.8,61.5
1090758,19.4,13.9,61.4
1091058,19.3,14.0,61.3
1091359,19.3,12.0,61.3
1091660,19.4,10.6,61.3
1091960,19.4,12.3,61.2
1092261,19.4,11.2,61.2
1092562,19.5,11.2,61.1
1092862,19.5,11.8,61.1
1093163,19.5,11.5,61.0
1093464,19.6,11.0,60.9
1093764,19.6,10.8,61.0
1094065,19.5,10.8,60.9
1094366,19.6,11.1,60.9
1094666,19.6,11.1,60.9
1094967,19.7,11.3,60.9
1095268,19.7,11.3,60.9
1095568,19.7,11.3,60.8
1095869,19.8,11.3,60.8
1096169,19.8,11.2,60.9
1096470,19.8,11.3,60.8
1096771,19.8,11.4,60.8
1097071,19.9,11.4,60.8
1097372,19.9,11.6,60.7
1097673,19.9,11.3,60.8
1097973,19.9,11.4,60.7
1098274,19.9,11.1,60.7
1098575,19.9,11.2,60.8
1098875,19.9,11.6,60.9
1099176,19.9,11.9,60.9
1099477,20.0,12.1,61.0
1099777,20.0,12.3,61.0
1100078,20.0,12.7,61.0
1100378,20.0,12.5,61.1
1100679,20.0,12.6,61.0
1100980,20.0,12.4,61.1
1101280,20.0,12.3,61.1
1101581,20.0,12.1,61.1
1101882,20.0,12.5,61.1
1102182,20.1,12.9,61.1
1102483,20.1,12.7,61.1
1102784,20.1,12.4,61.1
1103084,20.0,11.8,61.1
1103385,20.0,11.3,61.1
1103685,20.0,11.1,60.9
1103986,20.0,11.5,60.9
1104287,20.0,11.4,60.9
1104587,19.9,11.6,60.8
1104888,19.9,11.8,60.7
1105189,19.9,11.6,60.6
1105489,19.9,11.7,60.4
1105790,19.9,11.6,60.2
1106091,19.9,11.5,60.2
1106391,19.8,11.4,60.1
1106692,19.8,11.3,60.1
1106993,19.8,10.9,60.1
1107293,19.8,10.7,60.1
1107594,19.8,10.5,60.1
1107894,19.8,10.4,60.1
1108195,19.8,10.2,60.1
1108496,19.7,10.1,60.0
1108796,19.7,10.1,60.0
1109097,19.7,10.0,60.0
1109398,19.7,10.0,60.0
1109698,19.7,10.2,60.0
1109999,19.7,10.4,60.0
1110300,19.6,10.2,60.1
1110600,19.6,9.9,60.0
1110901,19.6,9.6,60.0
1111202,19.6,9.4,60.0
1111502,19.6,9.3,60.0
1111803,19.5,9.2,60.0
1112104,19.5,9.2,60.0
1112404,19.6,9.3,61.5
1112705,19.8,9.1,61.5
1113005,19.8,9.0,61.9
1113306,20.0,9.1,62.4
1113607,20.0,8.9,62.2
1113907,19.7,8.8,59.0
1114208,19.1,8.6,61.1
1114509,18.5,8.4,62.6
1114809,18.2,8.2,63.6
1115110,18.1,8.1,64.1
1115411,18.1,8.0,64.2
1115711,18.0,7.9,64.2
1116012,18.0,7.9,64.4
1116313,18.0,8.0,64.4
1116613,18.4,8.1,63.8
1116914,18.6,8.2,63.0
1117215,18.7,8.1,62.7
1117515,18.7,8.0,62.6
1117816,18.7,8.1,62.8
1118116,18.6,8.1,63.1
1118417,18.6,8.3,63.2
1118718,18.6,8.3,63.3
1119018,18.6,8.0,63.4
1119319,18.6,8.1,63.4
1119620,18.5,8.3,63.8
1119920,18.5,8.2,63.9
1120221,18.5,8.1,64.1
1120522,18.5,8.0,64.2
1120822,18.5,8.1,63.8
1121123,18.7,8.0,63.6
1121424,18.7,7.9,63.5
1121724,18.7,7.9,63.6
1122025,18.7,7.8,64.1
1122326,18.7,7.9,63.8
1122626,18.8,7.9,63.5
1122927,18.9,8.0,63.4
1123228,19.1,8.1,63.0
1123528,18.8,8.1,63.8
1123829,18.8,8.3,64.6
1124129,18.9,8.3,64.1
1124430,18.8,8.4,64.3
1124731,18.7,8.4,64.7
1125031,18.7,8.4,64.7
1125332,18.7,8.4,64.8
1125633,18.7,8.3,64.9
1125933,18.7,8.2,65.2
1126234,18.8,8.1,65.0
1126535,18.9,8.0,64.7
1126835,19.2,8.0,63.7
1127136,19.6,7.9,62.4
1127437,19.8,7.9,61.6
1127737,19.9,7.9,61.2
1128038,19.9,7.9,60.9
1128339,19.9,7.9,60.7
1128639,20.0,8.1,60.6
1128940,20.0,8.2,60.5
1129241,20.0,8.3,60.4
1129541,20.0,8.2,60.4
1129842,20.0,8.3,60.3
1130143,19.9,8.2,60.2
1130443,19.8,8.3,60.3
1130744,19.8,8.2,60.5
1131044,19.8,8.3,60.8
1131345,19.8,8.2,60.4
1131646,19.7,8.0,60.6
1131946,19.7,7.9,60.7
1132247,19.6,8.1,60.7
1132548,19.6,8.1,60.7
1132848,19.6,8.2,60.7
1133149,19.6,8.2,60.7
1133450,19.6,8.2,60.7
1133750,19.6,8.2,60.7
1134051,19.6,8.1,60.6
1134352,19.6,8.1,60.8
1134652,19.6,8.1,60.7
1134953,19.6,8.1,60.6
1135254,19.6,8.1,60.7
1135554,19.6,8.1,60.6
1135855,19.6,8.1,60.6
1136156,19.6,8.1,60.6
1136456,19.5,8.1,60.5
1136757,19.6,8.1,60.7
1137058,19.6,8.3,60.6
1137358,19.5,8.3,60.6
1137659,19.5,8.3,60.5
1137960,19.5,8.3,60.5
1138260,19.5,8.3,60.5
1138561,19.5,8.3,60.5
1138862,19.5,8.2,60.5
1139162,19.5,8.2,60.5
1139463,19.5,8.1,60.5
1139763,19.5,8.1,60.5
1140064,19.5,8.0,60.5
1140365,19.5,8.1,60.5
1140665,19.5,8.1,60.5
1140966,19.4,8.1,60.4
1141267,19.4,8.1,60.5
1141567,19.4,8.1,60.5
1141868,19.4,7.9,60.5
1142169,19.4,8.0,60.5
1142469,19.4,8.2,60.5
1142770,19.4,8.1,60.6
1143071,19.4,7.9,60.5
1143371,19.3,7.8,60.4
1143672,19.4,7.9,60.5
1143973,19.4,7.9,60.5
1144273,19.4,7.9,60.5
1144574,19.3,7.9,60.5
1144875,19.3,7.9,60.5
1145175,19.3,7.9,60.5
1145476,19.3,7.9,60.5
1145777,19.3,7.9,60.5
1146077,19.3,7.9,60.6
1146378,19.2,7.7,60.4
1146679,19.2,7.4,60.4
1146979,19.2,7.1,60.4
1147280,19.3,6.9,60.5
1147581,19.2,6.6,60.4
1147881,19.2,6.4,60.3
1148182,19.2,6.4,60.4
1148483,19.2,6.2,60.4
1148783,19.2,6.2,60.3
1149084,19.2,6.3,60.3
1149385,19.2,6.4,60.4
1149685,19.2,6.1,60.5
1149986,19.1,6.1,60.3
1150287,19.1,5.8,60.2
1150587,19.1,5.6,60.2
1150888,19.1,5.6,60.3
1151188,19.0,5.6,60.3
1151489,19.1,5.5,60.2
1151790,19.0,5.7,60.1
1152090,19.0,5.6,60.2
1152391,19.0,5.6,60.1
1152692,19.0,5.4,60.1
1152992,19.0,5.1,60.3
1153293,18.9,5.2,60.1
1153594,18.9,5.3,60.1
1153894,18.9,6.1,60.1
1154195,18.9,5.2,60.1
1154495,18.9,4.9,60.1
1154796,18.9,5.0,60.2
1155097,18.8,5.1,60.0
1155397,18.9,4.9,60.0
1155698,18.8,5.3,60.1
1155999,18.8,4.9,60.0
1156299,18.8,4.8,60.1
1156600,18.8,4.7,60.1
1156901,18.8,4.6,60.1
1157201,18.8,5.0,60.2
1157502,18.8,5.9,60.2
1157803,18.8,4.5,60.0
1158103,18.8,4.4,60.0
1158404,18.8,4.7,60.0
1158704,18.8,4.5,60.0
1159005,18.8,4.5,59.9
1159306,18.8,4.7,60.0
1159606,18.8,4.7,60.0
1159907,18.8,4.8,60.0
1160208,18.8,4.6,59.8
1160508,18.9,4.6,60.0
1160809,18.9,4.8,60.0
1161110,18.9,5.3,59.9
1161410,18.9,4.8,59.8
1161711,18.9,4.9,59.8
1162012,18.9,5.1,59.7
1162312,18.9,4.8,59.9
1162613,18.9,4.7,59.8
1162913,18.9,4.9,59.6
1163214,18.9,4.8,59.8
1163515,18.9,5.3,59.9
1163815,19.0,4.6,59.8
1164116,19.0,5.2,59.9
1164417,19.0,4.8,59.8
1164717,19.0,4.9,59.6
1165018,19.0,4.3,59.5
1165319,19.0,4.3,59.5
1165619,19.0,4.1,59.4
1165920,19.1,4.1,59.5
1166221,19.1,4.5,59.1
1166521,19.0,4.5,59.2
1166822,19.1,4.1,59.0
1167123,19.1,4.1,58.9
1167423,19.1,4.3,59.0
1167724,19.1,4.4,58.9
1168024,19.1,4.5,58.5
1168325,19.1,4.4,58.7
1168626,19.1,4.6,58.9
1168926,19.2,4.4,58.7
1169227,19.2,4.6,58.6
1169528,19.1,4.8,58.5
1169828,19.1,4.8,58.5
1170129,19.1,4.4,58.4
1170430,19.2,4.8,58.4
1170730,19.0,5.1,59.0
1171031,19.1,5.1,58.6
1171332,19.1,5.3,59.0
1171632,19.1,5.4,58.9
1171933,19.1,5.8,58.7
1172234,19.1,6.2,58.7
1172534,19.2,6.6,58.7
1172835,19.1,6.8,58.5
1173135,18.9,7.0,57.8
1173436,18.9,7.0,59.4
1173737,19.0,7.4,59.2
1174037,19.1,7.5,58.9
1174338,19.1,7.3,58.9
1174639,19.1,8.1,58.7
1174939,19.1,9.1,59.0
1175240,19.2,13.6,58.8
1175541,19.2,14.3,58.8
1175841,19.3,12.6,58.8
1176142,19.3,10.4,58.8
1176443,19.2,9.5,58.7
1176743,19.3,9.1,58.9
1177044,19.3,9.2,58.7
1177345,19.2,9.1,58.8
1177645,19.3,9.8,58.9
1177946,19.3,10.1,58.8
1178246,19.2,10.6,59.0
1178547,19.3,11.4,58.9
1178848,19.3,11.6,58.8
1179148,19.2,11.0,58.9
1179449,19.2,10.9,58.8
1179750,19.2,11.0,59.0
1180050,19.2,10.8,58.9
1180351,19.2,11.4,59.0
1180652,19.2,11.7,59.1
1180952,19.2,11.5,59.0
1181253,19.3,12.2,59.1
1181554,19.3,12.3,59.0
1181854,19.3,12.0,58.9
1182155,19.2,12.2,59.0
1182456,19.2,12.0,59.1
1182756,19.2,11.7,59.2
1183057,19.2,11.8,59.3
1183358,19.2,11.1,59.2
1183658,19.2,11.5,59.3
1183959,19.2,11.4,59.4
1184259,19.2,11.5,59.3
1184560,19.1,11.3,59.3
1184861,19.1,11.2,59.4
1185161,19.1,11.6,59.4
1185462,19.2,12.2,59.5
1185763,19.2,12.5,59.4
1186063,19.2,12.6,59.4
1186364,19.3,12.0,59.4
1186665,19.3,12.1,59.4
1186965,19.3,12.1,59.4
1187266,19.3,11.9,59.5
1187567,19.3,11.8,59.5
1187867,19.3,11.6,59.6
1188168,19.3,11.9,59.9
1188469,19.3,12.0,60.0
1188769,19.3,11.7,60.0
1189070,19.4,12.1,60.0
1189371,19.3,11.9,59.7
1189671,19.3,12.3,59.6
1189972,19.3,11.9,59.4
1190273,19.3,12.0,59.5
1190573,19.3,12.4,59.6
1190874,19.3,12.4,59.7
1191175,19.3,12.4,59.7
1191475,19.3,12.2,59.6
1191776,19.3,12.2,59.7
1192077,19.3,12.3,59.7
1192377,19.3,11.8,59.8
1192678,19.3,11.4,59.9
1192978,19.2,11.5,59.9
1193279,19.2,11.5,60.0
1193580,19.2,11.4,60.0
1193880,19.2,11.3,60.0
1194181,19.2,11.4,60.0
1194482,19.2,11.3,60.1
1194782,19.2,11.1,60.1
1195083,19.2,10.8,60.1
1195384,19.2,10.6,60.1
1195684,18.7,10.6,62.1
1195985,19.2,10.6,62.9
1196286,18.6,10.6,62.9
1196586,18.3,10.4,64.3
1196887,18.2,10.4,64.5
1197188,18.2,10.3,64.5
1197488,18.2,10.2,64.1
1197789,18.1,10.1,65.2
1198090,18.2,9.6,65.0
1198390,18.4,9.1,65.0
1198691,19.2,8.8,63.3
1198992,19.5,8.7,61.1
1199292,18.2,8.4,64.5
1199593,17.9,8.5,65.3
1199894,17.9,8.3,65.7
1200194,17.9,8.3,65.3
1200495,17.9,7.9,65.3
1200796,17.9,7.8,65.4
1201096,18.2,7.7,64.5
1201397,18.9,7.8,62.7
1201698,19.2,7.7,61.7
1201998,19.2,7.6,61.2
1202299,19.3,7.6,60.9
1202600,19.4,7.4,60.8
1202900,19.4,7.2,60.6
1203201,19.4,7.2,60.6
1203501,19.4,6.7,60.5
1203802,19.4,6.8,60.4
1204103,19.4,6.7,60.3
1204403,19.4,6.6,60.2
1204704,19.4,6.8,60.1
1205005,19.4,6.8,60.1
1205305,19.4,6.5,60.0
1205606,19.4,6.3,60.0
1205907,19.4,6.3,59.9
1206207,19.4,6.3,59.9
1206508,19.4,6.3,59.8
1206809,19.3,6.4,59.8
1207109,19.3,6.3,59.7
1207410,19.4,6.1,59.7
1207711,19.3,6.1,59.6
1208011,19.3,6.0,59.6
1208312,19.3,6.0,59.5
1208612,19.4,6.0,59.5
1208913,19.3,5.9,59.4
1209214,19.3,5.9,59.4
1209514,19.3,5.7,59.3
1209815,19.3,5.8,59.3
1210116,19.3,5.6,59.2
1210416,19.3,5.6,60.1
1210717,18.9,5.6,62.1
1211018,18.9,5.3,62.6
1211318,18.4,5.6,63.6
1211619,18.1,5.6,64.7
1211920,18.8,6.0,62.7
1212220,19.0,5.8,61.4
1212521,19.0,5.6,60.9
1212821,19.1,5.6,60.7
1213122,19.1,5.7,60.4
1213423,19.1,5.9,60.3
1213723,19.1,6.0,60.3
1214024,19.1,6.3,60.3
1214325,19.1,6.3,60.2
1214625,19.1,7.0,60.1
1214926,19.0,6.8,60.0
1215227,19.0,6.5,60.0
1215527,18.9,6.8,60.0
1215828,18.9,7.2,60.2
1216129,18.9,7.6,60.1
1216429,18.9,7.6,60.2
1216730,18.9,7.6,60.1
